account_id,client_id,account_type,balance
16228,74080,Checking,49113.17
86959,22350,Checking,57523.7
53227,47050,Saving,54769.09
58266,30456,Saving,8706.37
69528,22729,Checking,48041.23
54598,82653,Saving,24240.42
45115,80549,Checking,11896.94
16824,20669,Checking,71257.89
81250,46610,Checking,47107.24
84434,57118,Checking,3357.98
99717,76099,Saving,94861.8
88587,46602,Checking,14898.41
99341,35920,Saving,82362.3
32653,50814,Saving,87475.39
69373,76892,Saving,95035.23
41892,97644,Saving,70866.93
54894,26111,Checking,66869.18
18685,94390,Checking,75699.61
63250,94767,Checking,23108.66
16334,79136,Saving,1026.04
65443,80735,Checking,57601.71
98152,58657,Saving,17388.02
48802,14717,Saving,8311.06
37663,11542,Checking,84766.92
25151,77673,Saving,58927.67
18788,47053,Saving,-221.47
38597,59613,Checking,63665.6
44098,58090,Checking,2125.09
65839,47969,Checking,45552.73
19547,86747,Saving,11262.98
69211,12009,Checking,23675.49
86201,80851,Checking,91707.25
57132,90294,Saving,94497.42
12565,87923,Saving,3467.66
66344,69695,Saving,41262.01
26842,90679,Saving,48198.65
57125,42465,Saving,70310.65
21940,69873,Checking,38304.43
19179,24647,Saving,98002.62
21904,85978,Checking,90485.38
86844,92802,Checking,24089.13
87763,56142,Saving,13861.29
58221,99535,Checking,83305.92
76521,89193,Saving,47903.04
15989,47187,Checking,34224.66
49066,89358,Checking,22346.24
46871,23882,Checking,779.26
71366,44055,Saving,4354.31
17628,66860,Checking,45353.22
44632,75318,Checking,22023.93
88154,74196,Checking,75477.39
44818,18105,Saving,26334.7
39688,11159,Saving,76196.15
62605,35054,Checking,34633.82
57336,81895,Checking,20372.06
48414,18978,Saving,83981.91
24598,47167,Checking,18693.21
24612,68814,Checking,3474.98
28408,13169,Saving,28949.8
53863,61925,Saving,80384.89
38793,70454,Saving,57862.09
73661,32711,Checking,46326.6
27856,43227,Saving,21648.08
28012,14356,Checking,41146.06
79054,65533,Checking,16518.81
63614,31671,Checking,7833.43
88728,97319,Saving,26198.95
35412,45278,Checking,77644.01
64341,57384,Checking,80242.69
62348,72142,Checking,45459.68
97807,67177,Saving,25590.55
60556,64284,Checking,71915.18
60063,73959,Saving,36042.72
75411,28057,Checking,35510.79
66083,54932,Checking,70436.63
37332,31309,Saving,92669.61
51303,57730,Checking,27983.65
86671,29324,Saving,49308.73
99324,8395,Checking,36404.51
15003,72452,Checking,35239.59
96607,66950,Saving,72709.58
34120,95646,Saving,23649.9
23962,74866,Saving,1122.35
47347,22965,Saving,26191.01
22838,84491,Checking,11891.97
57484,31596,Saving,64176.72
26433,64287,Checking,9563.22
52962,62405,Saving,13206.08
76994,25264,Saving,26420.68
12481,6885,Checking,92985.23
43424,17909,Saving,47134.54
90086,75746,Checking,65653.2
97993,92500,Checking,70292.3
12948,25455,Saving,36749.29
38251,64334,Saving,41760.32
64437,34692,Saving,90771.97
79508,13066,Checking,9959.55
89888,93912,Saving,94195.37
13545,34862,Checking,-870.56
53928,53071,Checking,47857.36
12441,80376,Checking,96043.53
66614,39373,Saving,63789.96
30013,63230,Checking,8901.27
68755,85515,Checking,53037.73
13401,85721,Checking,17765.77
16336,85977,Checking,93364.6
27809,17246,Saving,11530.65
29374,6180,Checking,84281.79
90555,49237,Saving,15963.66
58451,82789,Checking,76802.09
53539,19145,Saving,32448.75
71369,62799,Checking,56383.25
20397,57756,Checking,39045.69
40515,20082,Checking,8439.41
68435,31581,Checking,93704.15
42524,15084,Saving,52398.2
75326,90731,Checking,45878.4
83083,67124,Saving,30013.77
28746,75588,Checking,81880.08
16821,53402,Saving,21029.83
90067,22086,Saving,92494.05
69595,73141,Saving,79163.65
74387,15705,Saving,51940.65
59031,23192,Checking,4577.43
56375,75432,Checking,11009.64
83635,80011,Saving,59570.89
58161,30827,Checking,86390.83
57805,18856,Saving,81427.44
83857,34487,Saving,70082.41
79600,85592,Checking,84500.7
97912,82588,Checking,39121.59
11746,55863,Checking,69474.46
14545,25044,Checking,80543.9
98950,30197,Checking,63489.35
44651,48964,Checking,92242.51
71657,36258,Saving,63299.76
44478,75928,Checking,74541.59
11272,77021,Checking,48060.17
90177,98353,Saving,88783.34
73132,81346,Checking,70582.19
47314,54903,Checking,99066.26
14170,1616,Saving,64967.89
29636,8076,Saving,26564.92
46284,14095,Saving,52501.26
85792,91090,Checking,29506.6
44391,42983,Checking,4764.22
88813,95288,Saving,64776.48
40975,96894,Checking,1679.59
20000,96325,Saving,53310.04
78427,89231,Checking,51395.17
63136,74893,Saving,4564.71
81487,53277,Checking,98236.48
14514,54241,Checking,31824.49
68925,4394,Checking,57618.97
37910,17815,Saving,15779.47
91606,49481,Saving,17284.97
16220,51422,Saving,50919.4
55415,25623,Saving,89098.79
61554,16321,Checking,73897.49
93934,42805,Saving,70441.88
76175,94446,Checking,92989.39
42274,17595,Checking,1673.86
55781,69427,Checking,58847.35
22957,39798,Checking,96579.16
29479,44110,Checking,46319.39
68072,91750,Saving,78533.34
50004,1169,Saving,89911.45
94430,43191,Saving,61355.09
92382,64871,Checking,25914.62
77968,94583,Saving,24942.45
30155,97458,Checking,81378.35
53661,34966,Saving,5858.55
27931,28288,Saving,63335.99
86650,96664,Saving,10666.97
34661,53361,Checking,18998.63
95025,6001,Checking,92818.43
55998,62495,Saving,18941.5
90215,24056,Checking,26691.87
61106,72578,Checking,83615.5
82992,57982,Checking,36916.24
79114,94380,Checking,4527.97
32470,53692,Saving,10398.14
36341,41607,Saving,45850.36
63061,72795,Checking,73625.33
40742,97654,Saving,10527.68
36909,93147,Checking,27536.84
48204,37680,Checking,36877.9
19509,25599,Saving,84423.4
76414,63915,Checking,6904.03
11959,43188,Saving,76339.38
88311,21071,Checking,97389.16
19093,76842,Saving,74269.96
82369,85403,Checking,39466.53
37102,58663,Saving,82964.49
23632,38041,Saving,90272.04
21106,8426,Saving,18360.34
14111,70819,Saving,53997.46
15507,40300,Saving,22477.77
98762,98045,Checking,80187.86
29671,32235,Checking,40604.37
96015,57201,Checking,81971.73
93512,2455,Checking,90250.01
69512,76649,Saving,21947.2
34550,72995,Saving,51290.58
43358,21471,Saving,88068.4
36112,8490,Saving,60296.08
58203,18419,Checking,38480.9
23379,75261,Checking,66767.52
47239,18125,Saving,12386.04
95227,60626,Checking,73690.13
85592,85450,Checking,85734.43
30252,65259,Saving,19981.43
83827,89023,Checking,33680.48
22513,30765,Checking,28628.54
90981,48698,Checking,96103.65
12845,85948,Saving,94978.21
81490,17534,Saving,7896.4
53088,28198,Saving,41368.58
26527,97298,Checking,67894.06
43670,28462,Checking,42867.82
23094,35393,Checking,21851.13
55802,46835,Saving,47240.9
28473,48920,Saving,20082.12
37221,57368,Checking,40068.26
30262,2667,Saving,37843.87
50062,28561,Checking,81464.86
70490,49014,Saving,58075.66
13360,93524,Checking,4336.21
64009,65516,Checking,32331.53
34391,63889,Saving,72162.61
47156,95385,Saving,90911.23
68134,92413,Checking,34991.97
85336,36787,Checking,6728.58
49262,55036,Checking,2505.63
87610,89088,Saving,16076.67
84347,65808,Saving,63919.87
74711,41269,Saving,37296.48
51320,48947,Saving,47825.05
54504,82728,Checking,62822.04
38877,59617,Checking,37242.45
74884,3764,Saving,40012.39
54714,33774,Checking,42330.22
23564,30534,Checking,43949.22
81860,35298,Checking,46281.25
82347,27905,Saving,56867.74
96204,18965,Checking,62058.34
54090,98367,Checking,39777.76
13510,5021,Checking,17153.43
65149,30740,Checking,42997.11
68515,36797,Saving,19140.84
50881,14629,Saving,53808.97
94293,81244,Checking,2659.88
20023,37268,Saving,65693.43
72870,32533,Checking,7240.52
17792,39359,Saving,42028.27
58398,7097,Checking,42090.98
94064,96978,Checking,9153.27
57915,16663,Checking,36041.24
85439,80120,Saving,61014.55
50816,75669,Saving,52225.15
24417,92972,Checking,16498.53
99263,92909,Saving,35552.55
87599,58592,Checking,55056.12
83023,18336,Saving,64191.38
19569,47768,Checking,8104.36
85127,48518,Checking,9934.13
79620,19899,Checking,83411.35
10086,53741,Saving,56629.11
18830,67864,Saving,99263.24
75134,11374,Checking,83523.99
69236,79786,Saving,96795.78
97961,28952,Saving,25863.14
78765,66816,Saving,48108.77
37976,63812,Saving,88046.08
79126,19272,Saving,55655.17
26330,94652,Checking,4849.02
58114,36461,Saving,12317.24
43276,43859,Saving,47300.03
39619,14490,Saving,17016.52
60106,38206,Saving,26701.55
88905,15735,Saving,69818.41
58570,24290,Checking,1485.08
49328,79732,Checking,2449.64
33005,39826,Saving,87981.76
46720,94996,Saving,64428.16
11631,64584,Checking,28410.67
83381,57349,Checking,52518.62
67405,58270,Checking,17241.81
67691,58563,Checking,85997.51
22358,21413,Checking,46946.02
22850,20926,Checking,27888.64
64094,80280,Checking,19813.17
58154,89602,Checking,11618.4
49124,67390,Saving,53777.16
57936,28059,Checking,45258.42
62531,91433,Checking,24612.49
40313,25219,Checking,95818.77
78426,21166,Saving,28765.52
47582,38394,Saving,52259.14
50244,45401,Saving,53353.17
33422,7734,Checking,7520.47
23933,97946,Checking,32533.82
83183,52618,Saving,10763.66
57746,26261,Saving,29538.23
11126,77149,Checking,57711.55
14743,74323,Checking,30203.67
13899,97056,Saving,39197.81
13465,89734,Checking,86353.69
71446,6406,Saving,8629.48
11897,27736,Saving,28112.66
83120,12973,Saving,68637.19
90054,53762,Saving,72132.34
62346,34187,Saving,16204.93
28318,93603,Saving,39731.06
32737,4562,Saving,51948.6
16665,95408,Saving,83127.41
31245,48635,Saving,52034.65
26865,57030,Saving,21620.73
60789,40279,Checking,51266.02
38954,14333,Checking,50912.92
62355,18682,Saving,91463.89
64900,39765,Checking,7334.28
45603,60548,Saving,40902.01
43278,84396,Saving,18440.58
78516,21127,Checking,33911.79
78618,27284,Saving,67959.28
94611,90274,Checking,79763.31
93630,31791,Checking,71964.5
27435,64226,Checking,75646.6
30572,55946,Saving,88878.78
35955,86708,Saving,51615.43
98838,82892,Checking,9934.21
91835,66595,Checking,59268.23
65897,45966,Checking,8248.01
30303,23534,Saving,48921.47
13161,88152,Checking,97790.63
98648,48240,Checking,7069.92
18399,52757,Saving,65077.59
88878,34335,Checking,84881.13
72351,15036,Saving,85752.63
13285,5134,Saving,40003.13
89460,39206,Saving,65530.42
64465,30490,Checking,45122.87
15483,53795,Saving,62274.7
24675,94844,Checking,18920.06
43306,90960,Checking,86127.95
48379,61875,Saving,68221.2
29853,39419,Checking,24871.65
98026,91016,Checking,92079.43
34600,99806,Checking,33805.13
19709,23101,Checking,49521.79
83534,42161,Checking,43473.38
38815,10931,Checking,7189.4
20940,67839,Checking,55270.23
24435,16817,Checking,8716.4
65248,67573,Saving,46097.36
53324,89483,Saving,83882.47
47067,7189,Checking,40130.7
54353,10262,Checking,56524.53
93936,67191,Saving,40709.65
16081,71669,Saving,75720.12
96194,69100,Checking,17929.8
19074,55366,Saving,61310.48
73503,75342,Saving,98693.97
97643,9424,Saving,11477.84
10618,38653,Saving,46073.5
27831,71779,Saving,96034.72
29983,76371,Saving,6567.0
11255,48309,Checking,45728.75
33844,91195,Checking,92790.1
11847,64898,Saving,41401.02
29765,26625,Saving,38053.59
80583,20965,Saving,46597.77
60411,1554,Saving,77164.69
87324,67067,Checking,29407.68
10901,33596,Saving,42126.37
96431,94393,Checking,22740.0
97732,39272,Checking,33193.76
62941,57172,Saving,73606.75
25152,46550,Checking,38563.18
21417,47620,Checking,18247.49
43576,26157,Checking,81276.72
23974,25960,Checking,8205.68
97754,64079,Checking,60516.27
46016,40952,Saving,80937.91
28569,48160,Saving,38730.53
47594,14565,Saving,37234.45
82951,3271,Saving,53415.31
40618,74647,Saving,24569.15
11478,56778,Saving,84006.11
37156,13593,Saving,32477.47
11583,6238,Checking,11157.46
55181,69650,Saving,13553.15
85301,45450,Checking,97663.12
66431,48369,Saving,53619.86
95218,44873,Saving,98933.22
95513,67373,Saving,70874.45
30614,43618,Checking,38655.2
46953,71974,Saving,80441.01
48220,60372,Checking,65101.64
73981,45496,Checking,68575.99
63567,78981,Saving,98547.08
35462,55426,Checking,60503.65
75397,74021,Checking,6459.7
71414,3382,Saving,75988.75
91847,6862,Saving,16460.55
97625,33384,Checking,5029.85
15000,70047,Checking,17705.97
26945,15311,Checking,67537.74
86112,39758,Checking,47354.91
71020,80837,Checking,79443.46
33082,84261,Checking,35087.21
14889,2226,Saving,83222.83
72403,32903,Saving,51979.26
76330,94576,Saving,76397.12
67704,10440,Saving,40202.96
46508,74724,Saving,47660.01
86106,31432,Checking,44855.62
58432,92267,Checking,92294.21
10970,19373,Saving,49277.64
91020,38376,Checking,72408.21
33681,97727,Saving,72977.6
28658,69527,Saving,59060.73
24021,21158,Saving,98707.15
96681,83111,Checking,44011.45
13980,7955,Saving,92167.02
65999,98211,Checking,26523.52
30813,28096,Checking,10076.85
57044,73635,Saving,15515.78
97106,16893,Saving,78124.25
76420,49144,Saving,21969.6
32062,75065,Saving,53159.44
17025,3662,Saving,86055.95
50218,40625,Saving,83477.26
35404,44211,Checking,79028.62
66716,16831,Saving,40511.42
99452,8424,Checking,81500.18
75542,94390,Checking,12917.21
46701,11422,Checking,27426.61
49322,7520,Saving,57400.53
89482,16568,Checking,35002.93
60865,95748,Checking,16302.8
25900,98194,Checking,30748.24
54906,99517,Saving,83441.85
69755,71831,Checking,45064.29
29085,96744,Saving,9769.01
70074,43683,Saving,11864.27
94148,49402,Checking,72777.66
53008,58315,Saving,63088.43
31773,37304,Checking,44962.95
53109,10933,Checking,31712.08
24198,78541,Checking,37729.09
53434,89140,Saving,16244.55
87699,75863,Saving,40876.91
40798,3005,Saving,56021.97
23634,42517,Saving,78774.82
18380,33578,Saving,68979.59
62928,57918,Saving,44473.21
30767,8937,Saving,70022.49
69243,24691,Checking,77580.9
75695,45720,Checking,59214.65
26068,97584,Saving,55240.73
55767,24612,Saving,34438.54
48573,1800,Checking,96051.18
14122,98100,Checking,40156.13
19013,3753,Saving,72389.89
54814,68366,Saving,99380.01
66152,72633,Checking,4349.82
12994,50344,Checking,10179.96
32741,9205,Saving,53084.14
21717,91556,Saving,42094.17
87755,75926,Saving,91907.32
97500,36729,Saving,45732.15
84010,56633,Checking,21103.83
35508,11955,Checking,81779.23
59759,97605,Checking,98594.2
60304,55952,Checking,-552.97
66238,57528,Checking,30883.82
84553,53705,Saving,82171.18
23790,55736,Saving,48757.87
15114,58402,Checking,85726.68
52932,54987,Saving,4538.4
51527,72210,Saving,36106.46
18197,71034,Saving,58730.83
55520,44088,Saving,6634.6
31530,49505,Checking,51149.09
66133,98728,Checking,38236.61
66200,82347,Saving,85067.36
56560,56105,Saving,93627.49
82380,40486,Checking,20772.44
53913,86644,Checking,58346.04
88442,11129,Checking,59021.87
59797,90834,Saving,78984.99
48424,45470,Saving,73201.02
89614,12549,Saving,36204.05
14589,96184,Checking,17890.54
97689,18250,Checking,93040.89
35757,19302,Saving,67540.74
95850,31981,Saving,45814.11
12238,97870,Saving,71117.55
85185,17318,Checking,22610.99
68118,95614,Saving,20001.08
95010,35591,Checking,98991.65
53611,34179,Saving,30497.36
64587,21061,Saving,59186.05
76323,76749,Checking,65269.22
40284,29294,Saving,97284.09
70224,99517,Saving,83623.01
47147,56653,Checking,99973.18
79300,1479,Saving,81991.72
63180,93247,Checking,10683.63
65286,88826,Checking,51569.76
65053,26347,Checking,95473.08
33835,53928,Checking,8809.83
62532,79164,Saving,95292.4
39852,32097,Saving,4548.48
96385,97608,Checking,49763.2
31013,80927,Saving,50746.96
54368,79199,Checking,91978.94
30711,9694,Saving,-901.83
33142,6634,Saving,74999.12
25872,50567,Checking,88197.25
50175,13990,Saving,9049.88
64836,12388,Saving,27350.51
16319,2420,Saving,77238.85
27470,31777,Saving,84561.63
10498,96558,Checking,786.45
68843,61169,Saving,39502.63
91842,76209,Checking,69789.83
29119,21198,Saving,515.78
76056,26517,Checking,28473.25
12607,45308,Checking,7063.47
58902,19241,Saving,96370.88
12281,69889,Saving,25070.72
72039,89687,Checking,49134.26
25380,59822,Checking,89190.51
34300,79206,Checking,46171.25
74847,20199,Saving,27740.17
35749,43286,Saving,78875.13
99161,17522,Checking,51762.36
19955,95065,Checking,26348.37
66121,90814,Checking,48628.75
14833,47469,Checking,88847.77
64095,32425,Saving,12209.71
92574,22982,Saving,35941.0
61373,79306,Checking,45402.57
67308,98842,Checking,36880.75
89446,75167,Checking,79227.99
76805,82479,Checking,-457.81
61007,71172,Checking,75395.94
56377,10194,Saving,59721.57
98498,52808,Checking,-262.22
37335,89257,Checking,3176.43
63589,26616,Saving,79082.47
69520,32241,Checking,8078.89
75777,17384,Saving,2580.73
38002,54947,Saving,2004.57
40196,51721,Checking,40968.64
66070,42111,Saving,51179.47
99464,77806,Checking,48299.18
60617,46269,Saving,94594.4
52417,93656,Checking,33149.21
93169,46158,Saving,62675.92
23257,50268,Checking,16962.75
40307,50863,Saving,96680.73
96148,47966,Checking,46922.85
28150,90431,Checking,41762.32
14224,5888,Checking,4735.47
89720,21286,Saving,61726.94
95165,91984,Checking,25948.17
67238,16819,Checking,11488.75
65165,7666,Checking,60554.64
11842,40767,Checking,29484.15
28497,48801,Saving,9465.03
72754,55145,Saving,29274.52
62511,36081,Checking,59415.01
78027,70346,Checking,-697.32
55792,58584,Checking,73182.34
51459,26991,Saving,74361.76
82238,83364,Checking,20068.56
82923,85598,Checking,26129.76
17228,57507,Saving,82575.51
58214,72968,Checking,46767.22
19167,35267,Saving,9716.0
65373,56262,Saving,28197.18
30949,78103,Checking,17334.33
90103,96622,Saving,21012.65
24480,21256,Checking,78612.49
27758,29406,Checking,48355.38
91126,6419,Checking,71876.73
53114,20166,Checking,58355.61
50807,66926,Saving,26571.64
25913,51315,Checking,61104.39
17927,18897,Saving,66932.72
72611,93710,Checking,2731.21
19083,8899,Checking,2122.7
61881,54902,Saving,46932.23
96936,22686,Saving,80602.7
89271,6902,Saving,85720.89
94464,8230,Checking,61825.5
70039,66873,Checking,9443.74
76074,86716,Checking,85758.31
40294,70564,Checking,28817.58
60278,40703,Checking,89961.87
73545,8269,Saving,2425.03
86370,8730,Saving,69053.9
71813,68256,Saving,90915.2
18755,61081,Saving,95648.35
92612,52568,Saving,39193.46
58853,62854,Saving,75053.19
95426,30959,Saving,55648.82
47515,41296,Checking,19240.54
86687,16754,Saving,380.1
89173,98943,Saving,84076.75
34434,45512,Checking,15415.04
28653,90894,Saving,40832.91
89126,78801,Saving,32625.85
68681,55469,Saving,51975.41
20507,37343,Checking,2489.89
94638,97395,Saving,53808.87
37058,13004,Checking,88118.23
19286,12373,Checking,73616.47
20089,87216,Checking,53580.25
58069,43546,Checking,31847.82
92262,79251,Saving,35108.92
46116,49962,Saving,65143.95
57707,97728,Saving,85270.32
26660,43788,Checking,20026.75
59334,23590,Checking,24380.06
72524,60828,Checking,261.49
63403,58190,Checking,97520.17
66759,11212,Checking,434.5
38046,97148,Saving,53315.13
99165,37091,Saving,61883.17
61322,75366,Checking,70147.65
94660,77982,Checking,73337.29
85823,83842,Saving,75643.09
13430,15152,Saving,77244.73
27996,74046,Checking,70033.68
69286,31864,Checking,15430.64
33346,48198,Saving,21450.41
33786,3072,Checking,64332.14
36551,14210,Saving,62309.56
71406,29827,Saving,41971.56
96472,49027,Saving,79401.91
52314,72127,Saving,86138.24
89377,4005,Saving,93181.37
17763,79462,Saving,-631.55
29716,69132,Checking,19053.8
23778,97609,Checking,97599.79
22013,15911,Checking,63370.61
20559,68983,Checking,34016.4
93377,51379,Checking,47898.77
35097,55865,Checking,71667.25
98907,88611,Checking,19276.02
56326,40037,Checking,50876.08
36447,22319,Saving,63514.04
16429,44438,Checking,33987.2
21838,19754,Saving,55568.99
92354,84599,Saving,94063.19
88678,88397,Saving,49595.97
32013,52370,Checking,77359.19
58536,97816,Checking,42541.53
27083,50733,Checking,50983.28
64543,98875,Saving,10473.75
57995,23267,Saving,43667.17
45655,36574,Saving,17158.74
76676,42548,Saving,66402.09
67622,65083,Saving,85934.27
62423,16650,Checking,18780.43
42059,68818,Checking,51701.33
33145,87734,Saving,89680.46
11523,13351,Saving,32097.5
31357,3697,Saving,89299.95
84703,16733,Checking,27199.73
91777,92424,Saving,43216.54
44678,28949,Saving,84148.18
64675,72082,Checking,10669.03
26479,48843,Checking,43430.32
34787,70546,Saving,21887.95
52481,61071,Saving,47165.03
39290,60547,Saving,10140.52
47891,74937,Saving,4013.21
94865,63683,Checking,65243.47
90743,76376,Checking,59898.68
87289,28949,Saving,8457.24
12514,18301,Checking,81352.35
50323,41808,Checking,82991.83
12781,80645,Checking,11138.27
60050,60723,Checking,25224.36
18992,93341,Saving,26231.5
10955,89036,Saving,77407.87
62013,82190,Checking,34174.09
99073,42623,Checking,70686.91
35969,43757,Checking,48697.78
54838,57647,Saving,5362.15
26572,32804,Checking,70985.57
95396,80486,Checking,32159.5
55941,88023,Checking,-178.16
77953,87147,Checking,29248.12
15537,98815,Checking,28425.71
28982,31012,Checking,94876.65
27359,57524,Saving,7303.05
65915,29390,Checking,92189.08
77134,97647,Saving,36328.91
87980,41331,Checking,66898.86
27018,69433,Saving,72136.01
13651,9919,Checking,23156.64
82169,98054,Checking,46331.87
69346,79509,Saving,66579.99
83592,71114,Checking,46776.32
29557,55777,Saving,88658.18
48512,1784,Checking,54967.86
24337,86569,Saving,76315.67
69745,72152,Saving,5371.2
86140,80836,Saving,95264.95
35707,75664,Checking,13547.17
39695,56771,Checking,31161.7
56510,55952,Checking,83895.8
58221,62810,Saving,81764.64
93901,30605,Saving,10360.98
35002,53089,Saving,79267.11
52254,7569,Saving,63113.71
51823,68103,Saving,32503.52
59441,25396,Saving,95904.55
98124,39267,Checking,74932.03
30344,56955,Saving,79788.67
19342,62313,Checking,90394.51
77913,81604,Saving,60103.8
43305,3160,Checking,54185.19
70947,16030,Checking,29082.41
45051,28998,Saving,47905.99
59876,92477,Checking,91699.03
26400,93954,Checking,20303.9
64441,96877,Checking,35786.64
35260,85614,Saving,83249.44
55010,54557,Checking,89189.87
56834,4366,Checking,47978.08
50358,26391,Saving,78363.88
76330,59544,Saving,64290.43
70758,78722,Checking,18156.06
49713,50958,Checking,-407.84
96165,97997,Saving,27977.86
70681,6620,Saving,7504.37
31987,23557,Checking,61591.73
91379,84175,Checking,39547.06
74866,42996,Checking,25563.17
71533,57178,Checking,53243.34
98643,76755,Checking,32254.66
73093,13833,Saving,89103.94
50805,89687,Saving,56679.26
32306,41567,Checking,38207.93
47090,45066,Saving,46642.1
19889,29000,Saving,25568.69
90896,37999,Checking,98098.44
19533,72894,Checking,24533.39
12915,92139,Saving,89398.36
71748,90372,Saving,10605.38
94787,97194,Saving,5895.85
56236,23164,Saving,97015.59
45738,72634,Saving,65024.55
41718,8806,Checking,39153.43
54051,73232,Checking,78122.42
72724,50890,Saving,81700.19
22400,42651,Checking,62841.94
20980,7813,Checking,70436.87
33795,75476,Saving,56908.68
23694,94949,Saving,47305.82
56202,72635,Checking,77025.76
57153,43919,Checking,73089.0
87906,38751,Checking,58856.98
98899,5905,Saving,28417.83
18131,63314,Saving,69285.09
68030,95297,Saving,66149.37
78673,11334,Saving,99361.5
80713,77624,Saving,1870.78
80317,93536,Saving,85753.25
79536,35558,Checking,76058.7
31713,31860,Saving,53409.85
75660,17535,Checking,74209.53
45950,26649,Saving,45344.41
75332,64112,Checking,64294.1
71039,1525,Saving,94674.48
13634,30831,Saving,32542.41
48927,65171,Checking,43508.91
15115,54528,Saving,32553.03
17468,25068,Checking,37671.64
84779,45077,Checking,81431.7
20589,29059,Checking,-451.36
71336,10610,Saving,8894.31
69118,58891,Checking,45283.49
72021,87263,Checking,39578.39
53413,98350,Saving,66254.23
77008,97183,Saving,18364.5
94918,33742,Saving,23295.51
52383,87108,Saving,57659.66
59172,71619,Saving,26654.51
22628,63781,Checking,81899.78
38421,24983,Checking,34151.43
33817,91345,Saving,22013.84
73086,3436,Checking,5965.76
27676,64810,Checking,45163.64
41807,56701,Checking,44971.29
27368,78377,Saving,78610.69
36763,26902,Saving,58193.8
13465,60686,Saving,27414.11
84906,83263,Saving,88730.89
42607,8079,Saving,73734.95
62465,53407,Checking,45958.47
43776,86835,Checking,58608.98
67543,12184,Checking,78689.65
25381,54836,Checking,68980.49
93517,72358,Saving,21957.06
77981,49948,Checking,26391.78
43711,15897,Saving,23431.7
85450,95546,Checking,36296.6
11471,34381,Checking,39026.07
73133,90829,Checking,61877.42
58692,33316,Saving,57986.99
36384,90729,Checking,41864.11
59928,75762,Saving,45656.5
50262,25521,Checking,18046.46
96027,39965,Saving,23572.26
46393,70827,Saving,10970.4
86997,74621,Checking,92935.38
17762,85999,Checking,67999.34
12471,61300,Checking,45974.08
89252,75572,Checking,1017.07
36913,34378,Saving,17818.97
31370,60133,Saving,-646.94
34007,65456,Checking,71021.43
98911,72901,Saving,88076.64
67518,18073,Saving,60955.33
16918,7154,Saving,78494.25
56494,15214,Checking,52652.56
50812,88044,Checking,12783.2
14781,70355,Checking,73042.38
98526,80756,Checking,12861.61
36847,46068,Saving,63000.27
84628,49490,Checking,44813.23
26673,25021,Checking,20206.64
47527,60156,Saving,46684.52
64990,49688,Saving,2167.82
45159,80745,Checking,53468.88
82059,34090,Saving,17367.75
44430,11073,Checking,36370.98
25654,12961,Saving,42703.03
14574,62770,Saving,95769.88
68711,50452,Saving,773.23
43720,58556,Checking,99482.95
25504,30031,Saving,17610.76
96662,76523,Saving,-900.45
46911,95615,Checking,55638.69
11363,40477,Saving,49820.85
52272,30585,Saving,351.17
39266,58418,Saving,30491.42
87730,47142,Saving,29878.16
40729,48831,Checking,26770.3
22410,80963,Saving,31475.87
63688,71960,Saving,66782.59
60494,32753,Checking,84807.23
39481,62423,Saving,47693.51
80354,27499,Checking,65891.76
23496,44060,Checking,96802.68
27716,50090,Saving,2409.55
73920,50237,Checking,15145.86
31818,84243,Checking,87179.31
42135,58972,Saving,32181.0
91636,68819,Checking,44224.35
29513,55894,Checking,40098.01
75609,69140,Saving,26058.65
44962,25705,Saving,57818.48
45147,54648,Checking,27221.53
93066,73360,Saving,93571.38
54224,16662,Checking,43763.67
87271,33889,Saving,27873.65
70500,99849,Saving,27560.95
37580,87737,Checking,3030.33
19814,25833,Saving,46651.36
90695,66816,Saving,50114.59
21803,31296,Saving,1606.24
81743,28666,Checking,51861.21
69128,1300,Checking,46777.07
30286,5238,Checking,88986.72
38082,40210,Saving,14912.62
66331,81466,Checking,99218.31
43953,26449,Checking,63567.63
12469,61864,Saving,43178.08
96807,94174,Saving,44391.56
78438,31681,Saving,74658.04
13121,4817,Saving,60118.33
66678,97578,Saving,65895.88
72280,14721,Saving,11948.15
84487,9438,Saving,13876.81
30247,14494,Checking,48048.77
84995,13774,Checking,25324.1
81079,59227,Checking,80336.05
18297,96433,Saving,36207.09
77385,44291,Checking,67011.79
60037,88799,Checking,63113.02
88595,99636,Checking,39909.67
46042,34296,Checking,20231.69
63476,18877,Checking,20381.96
50854,58273,Saving,47921.84
11519,43090,Saving,41232.8
10929,7267,Checking,16292.72
76532,53478,Saving,35309.45
77719,15372,Checking,81096.14
27571,25617,Checking,19262.58
66216,17373,Checking,3805.28
71993,39226,Checking,42368.94
46947,26295,Checking,42842.55
58296,23267,Saving,38370.83
62213,61594,Saving,36026.4
72372,77179,Saving,11198.75
17761,79826,Checking,57243.05
28822,82442,Saving,48486.66
83239,18345,Checking,49106.47
56653,6857,Checking,34781.17
54634,51378,Checking,32008.95
25570,11173,Checking,86687.02
39823,18679,Saving,17017.75
35584,40409,Saving,6569.2
55827,55823,Saving,85443.76
33931,40802,Checking,80749.05
73899,73239,Checking,23376.44
14121,78456,Saving,37076.9
20151,66461,Saving,34809.78
41150,32480,Checking,75963.32
67984,86442,Saving,85780.25
32781,70282,Saving,13893.59
17889,7884,Saving,29555.1
