branch_id,date,revenue,operational_cost,profit
50,2024-05-07,327023.03,139969.22,196908.06
15,2024-02-27,799170.06,415128.84,258345.84
13,2024-09-17,239066.99,138463.97,400613.16
65,2024-01-01,799884.21,352764.44,3497.31
46,2024-10-17,137831.27,418691.72,351199.91
35,2024-07-27,253520.7,115797.71,404857.99
99,2024-09-05,784971.28,154393.44,35338.72
58,2024-12-13,100518.85,289098.32,417052.06
70,2024-01-08,919826.5,335616.04,185317.94
86,2024-01-06,795465.43,261528.79,263581.26
28,2024-07-06,937997.38,496635.58,404287.01
28,2024-11-07,39131.04,321731.63,138371.42
31,2024-01-03,593789.41,239803.04,144738.24
45,2024-11-21,718262.46,396673.18,197168.71
43,2024-02-27,951093.17,340420.34,389410.4
40,2024-11-07,51637.44,88961.14,247263.72
21,2024-06-25,751308.57,227474.31,204847.33
34,2024-01-30,573760.56,418813.32,312052.0
35,2024-09-28,945454.21,301062.7,252862.93
80,2024-05-18,88996.18,7569.51,403245.21
5,2024-05-26,168224.51,178589.13,371109.32
64,2024-09-06,758431.39,436989.75,448237.73
94,2024-06-13,631062.27,491984.61,280950.08
26,2024-10-29,80806.0,17490.82,228175.51
38,2024-10-15,947038.35,411046.48,263474.39
35,2024-04-28,714814.43,296357.79,24478.04
10,2024-08-29,946440.94,400293.46,408315.33
74,2024-04-27,981768.59,369959.02,83411.42
37,2024-06-25,134654.28,445002.42,14161.02
86,2024-05-20,251522.44,231973.76,328545.65
20,2024-06-24,15631.07,74583.62,464004.82
22,2024-05-15,553967.56,441836.19,255911.0
76,2024-07-05,484918.32,222318.97,209984.41
13,2024-09-29,504919.91,66691.91,471630.98
73,2024-08-08,868472.99,350777.28,434921.54
83,2024-04-26,48910.45,191063.18,217249.24
91,2024-11-17,922259.96,358807.01,190056.46
61,2024-08-19,590785.21,46096.34,220593.8
23,2024-04-12,591283.99,224338.13,350558.26
64,2024-01-25,330247.16,499978.95,329021.75
76,2024-01-19,443756.67,250030.47,310751.25
8,2024-09-08,810493.53,74246.81,25359.54
18,2024-03-23,435995.78,249015.78,189801.8
91,2024-03-01,699442.45,453354.7,45450.39
50,2024-12-09,381517.44,451229.29,324657.34
44,2024-06-29,154196.12,393021.54,458954.25
53,2024-05-11,355267.67,216239.12,199089.63
48,2024-02-10,832952.53,103914.92,6481.41
44,2024-08-26,436449.97,225532.5,467698.38
100,2024-01-16,723070.39,22081.5,455384.87
80,2024-06-06,361327.13,390793.14,284822.5
93,2024-08-31,13026.5,167868.08,215047.93
4,2024-07-04,250391.61,231227.33,191658.43
45,2024-06-04,867255.85,180833.28,203516.02
58,2024-03-08,510230.35,266227.89,250164.64
66,2024-02-02,278934.26,93426.91,268208.88
36,2024-09-02,996819.79,241368.0,381145.25
20,2024-10-09,309806.65,190914.22,91231.05
1,2024-07-22,269058.57,382032.8,444463.39
66,2024-05-01,107032.28,432710.39,112427.81
86,2024-03-13,210117.98,409553.66,358219.74
5,2024-11-20,381954.16,438477.57,130610.68
24,2024-01-25,68665.03,118608.18,366685.03
42,2024-03-08,691274.74,469617.43,262747.66
99,2024-01-22,654210.85,376101.36,249717.77
37,2024-09-30,121579.7,64585.49,350553.76
62,2024-10-11,301806.8,495566.1,484998.66
20,2024-10-17,978538.46,62537.76,136423.35
29,2024-03-16,355810.32,220480.25,83073.72
53,2024-08-20,344832.76,72861.56,466461.25
91,2024-01-06,203124.89,284955.26,428184.99
60,2024-11-18,601077.73,355645.43,285667.09
28,2024-10-22,149502.09,69825.27,485238.82
72,2024-06-04,442065.66,211015.34,68112.89
66,2024-05-01,944117.82,174596.9,4746.49
3,2024-06-26,210059.07,452341.7,18191.78
48,2024-07-27,426869.81,224283.87,249217.81
15,2024-09-04,855083.2,254246.56,57310.62
80,2024-08-12,480178.74,372268.24,262052.12
98,2024-03-02,631408.84,90486.9,465792.65
81,2024-11-16,881486.82,427963.15,53490.49
67,2024-07-22,422587.14,234522.95,177378.78
37,2024-04-12,509551.34,287885.97,349711.04
70,2024-06-09,253699.19,375537.78,64278.87
92,2024-11-08,626825.37,41507.03,306677.29
88,2024-08-07,926126.43,50662.21,280941.0
58,2024-05-18,216025.33,407264.59,493257.14
83,2024-10-16,112197.82,309155.03,458988.36
99,2024-03-27,575592.36,382006.88,408924.26
31,2024-08-17,561358.15,213555.0,338824.65
8,2024-09-03,346253.71,99936.97,460087.08
89,2024-08-31,674773.2,372082.93,375232.35
89,2024-02-22,228817.9,36044.98,153551.35
96,2024-04-22,271500.15,304503.4,301355.52
45,2024-04-24,57014.9,181899.15,182112.71
32,2024-08-28,780848.72,155132.59,495997.75
74,2024-05-14,289505.14,398783.9,251567.83
70,2024-06-17,601162.75,42558.89,105152.19
98,2024-10-01,679786.22,419841.4,364237.49
32,2024-11-01,823415.53,122935.25,373861.31
20,2024-11-07,409864.48,392783.82,486799.99
85,2024-11-07,136263.7,31670.01,441746.54
92,2024-02-06,624272.41,364083.64,494111.13
30,2024-04-28,484370.0,417900.19,85217.41
19,2024-02-19,989870.23,209620.1,279881.84
67,2024-07-30,779171.75,259600.98,318251.91
66,2024-06-27,556279.74,468658.46,32273.4
76,2024-07-01,779904.15,247889.52,318845.2
73,2024-02-20,736506.47,273199.83,122463.97
8,2024-10-11,897859.09,361075.55,350388.35
85,2024-04-24,335581.24,435814.63,119371.41
42,2024-03-30,981193.26,194165.1,331407.73
9,2024-04-04,850822.52,147591.27,200664.93
68,2024-01-30,64374.7,454990.31,22219.4
64,2024-04-13,653800.71,221593.83,297111.85
22,2024-08-18,607009.85,480630.08,457715.48
38,2024-05-13,14773.64,334610.27,399179.56
82,2024-03-16,11191.22,238020.14,309586.73
24,2024-12-15,834508.75,260300.76,262824.52
32,2024-01-28,634179.93,31789.52,86169.76
30,2024-01-17,965971.92,444789.14,292169.41
94,2024-12-13,698489.92,189433.5,204702.35
17,2024-08-15,749656.52,287889.59,432378.72
81,2024-04-26,230219.35,230364.75,158037.53
1,2024-01-06,997222.19,180777.55,307652.55
17,2024-06-24,602213.12,494802.64,324764.03
40,2024-07-19,285419.59,24422.56,10944.71
68,2024-01-20,165897.41,44826.73,191773.25
92,2024-03-17,736288.92,86538.57,371045.89
66,2024-01-16,172178.68,202599.5,181779.65
34,2024-09-28,915039.85,103316.1,435598.5
75,2024-02-04,421638.63,386320.69,145436.09
63,2024-05-23,28707.64,453763.98,453583.7
45,2024-01-07,619233.15,437723.34,200772.54
69,2024-03-16,512222.34,162522.43,385680.09
29,2024-05-16,8082.6,347911.46,71453.14
30,2024-10-11,498225.13,266351.55,311876.02
94,2024-11-24,28927.82,428735.48,114480.08
1,2024-05-10,692728.91,288505.12,160260.95
92,2024-07-12,631933.78,177988.25,317441.64
79,2024-08-05,936465.6,150530.06,72977.51
1,2024-01-01,798519.55,424727.59,234436.44
61,2024-01-24,581538.11,419336.15,160840.35
21,2024-01-28,269059.19,382227.12,489576.71
70,2024-04-18,380552.83,145316.49,99003.94
1,2024-10-27,639059.9,228254.71,192022.5
99,2024-06-19,29549.72,92626.02,328600.4
79,2024-12-13,266227.85,328740.71,438262.51
26,2024-10-10,776883.39,339799.21,184957.94
81,2024-04-25,544136.25,185946.6,22194.24
83,2024-08-05,55790.09,230993.45,287383.53
65,2024-05-13,616327.78,51034.09,259680.34
60,2024-08-25,753431.6,319861.27,342110.58
51,2024-03-25,545978.34,450256.23,86090.4
57,2024-02-22,252917.86,373584.18,58527.4
43,2024-07-27,287290.22,453596.88,471676.1
53,2024-06-02,234237.13,168570.25,93069.41
73,2024-12-10,690880.96,10619.45,125744.19
98,2024-07-18,454624.38,431655.19,73319.33
86,2024-10-03,643540.03,24346.91,440760.46
2,2024-11-20,163955.25,242194.06,239077.11
7,2024-10-22,369477.22,224437.11,483480.09
38,2024-11-29,919053.68,378797.39,332029.32
24,2024-07-21,289833.48,35764.41,386875.66
82,2024-05-24,639289.66,20170.26,373912.37
60,2024-08-08,347623.85,236874.22,496984.72
42,2024-10-24,936147.51,108681.99,197442.35
47,2024-03-20,331597.13,214883.04,212983.63
83,2024-03-22,704873.52,368880.18,291073.05
93,2024-02-13,547698.83,178915.25,419706.68
7,2024-02-03,498118.68,183839.85,466268.58
69,2024-11-03,132978.45,251040.21,166231.94
18,2024-04-28,279311.51,324429.27,111263.64
40,2024-01-05,902166.95,294680.24,141811.38
62,2024-08-15,258632.84,86767.97,481249.55
57,2024-03-28,95719.97,337584.23,330776.86
85,2024-07-07,220262.42,262642.24,215755.14
50,2024-03-11,728639.5,439828.07,313286.9
1,2024-02-02,211111.94,211417.39,71820.03
61,2024-07-04,888136.05,201507.5,475762.01
63,2024-04-29,778029.32,430779.87,361127.85
67,2024-10-26,739159.74,459011.39,337391.74
14,2024-08-13,165773.1,274389.43,207331.17
10,2024-02-26,368360.89,436574.34,243882.26
10,2024-12-08,634790.68,2279.02,45451.13
20,2024-04-18,358348.5,384263.11,41738.07
35,2024-04-03,419724.93,108155.58,296712.7
96,2024-05-29,409926.73,418788.48,477435.54
53,2024-07-13,36293.14,113012.95,391221.04
58,2024-02-23,95907.14,472680.44,114302.74
31,2024-11-20,819277.32,265044.99,310123.23
87,2024-10-17,963494.29,419591.0,286526.69
10,2024-06-06,51659.24,471542.14,146262.12
42,2024-05-26,161768.76,195619.12,266472.41
9,2024-02-24,100860.65,271121.15,43363.16
62,2024-08-20,752753.92,392395.14,498534.02
85,2024-06-15,722103.79,424167.49,134428.91
99,2024-05-17,776446.37,258986.02,228761.5
24,2024-11-03,551355.91,495787.19,447440.67
61,2024-08-23,131440.77,387426.75,347848.2
92,2024-02-18,64703.05,372562.66,421799.07
44,2024-08-25,437945.36,70897.97,171504.11
11,2024-03-08,611406.3,292085.96,50943.14
4,2024-05-05,866244.38,96172.65,351906.16
25,2024-09-26,432843.21,70404.49,229000.34
46,2024-04-18,328646.74,39083.01,138714.3
84,2024-04-06,586323.34,284327.63,385747.34
11,2024-01-15,673717.42,214665.52,81123.4
12,2024-01-15,407333.88,202895.03,166866.88
47,2024-05-23,206191.72,214401.54,324267.76
71,2024-10-10,118618.86,80299.86,313556.47
1,2024-10-06,103120.65,284270.27,301552.28
10,2024-09-29,200725.08,483319.76,489850.2
45,2024-11-22,720053.19,53994.24,404293.23
98,2024-08-19,902358.01,338061.01,63522.51
23,2024-10-01,791540.57,154357.01,285562.14
63,2024-05-23,19313.16,417824.15,229603.66
49,2024-04-08,74152.6,438384.43,71423.27
7,2024-06-03,512731.59,174053.73,67486.12
85,2024-10-05,7291.84,157541.6,373050.55
58,2024-05-12,958566.67,234483.78,393105.69
43,2024-06-26,119894.47,77726.03,139627.27
5,2024-03-02,346951.14,216888.57,301372.83
20,2024-06-06,240554.48,71333.16,234779.94
2,2024-11-16,163567.56,88930.54,78915.26
9,2024-06-04,288721.64,321193.57,402835.91
1,2024-08-07,693932.02,433446.98,354573.24
41,2024-10-03,266264.84,485928.19,203074.6
23,2024-10-13,494819.5,482106.29,374331.46
50,2024-08-03,521390.0,84298.89,94230.21
84,2024-04-17,917850.2,171533.85,430606.91
55,2024-04-26,303892.45,42435.25,101291.76
16,2024-11-17,134103.43,171349.75,126880.94
46,2024-07-30,800556.15,204024.3,477846.59
75,2024-10-19,963098.84,245362.17,120847.99
48,2024-06-18,349141.27,82791.51,446446.82
8,2024-03-05,149472.42,327108.4,251973.17
32,2024-10-16,277191.68,303942.72,281696.06
35,2024-08-26,961436.23,312571.99,477163.08
75,2024-10-29,387784.87,168108.2,357220.43
54,2024-09-30,393343.45,437420.35,165330.34
77,2024-04-22,209446.02,436309.93,423989.55
49,2024-08-30,36452.79,405011.55,403806.74
42,2024-01-30,589661.32,227075.9,91079.23
52,2024-08-30,904859.11,133166.93,124449.85
21,2024-05-29,928464.7,145080.5,89825.41
87,2024-03-26,369589.45,166768.9,116883.52
86,2024-05-25,182276.47,411944.81,16769.27
31,2024-11-25,913747.61,390985.41,469678.61
59,2024-09-18,449462.89,302921.68,203102.0
25,2024-07-23,720111.89,96596.58,122047.49
6,2024-02-03,415165.75,15968.77,165397.25
89,2024-06-21,692042.61,158790.88,61105.11
99,2024-04-12,741179.5,491082.54,107472.18
70,2024-03-15,806320.97,91652.33,290824.73
43,2024-11-29,87087.64,139153.18,422371.09
12,2024-05-16,508677.53,310667.01,80520.19
19,2024-03-04,493501.64,12746.14,162580.02
31,2024-05-09,464750.77,230799.25,62217.63
5,2024-11-09,769458.92,331025.0,95797.69
55,2024-09-08,456568.88,277165.58,262323.2
33,2024-12-06,175158.43,250145.24,410212.16
72,2024-08-23,836796.21,65031.55,125779.67
94,2024-08-16,856235.63,114322.91,462808.66
24,2024-12-15,979294.24,233035.37,285798.63
23,2024-08-05,727802.24,281457.81,342115.4
23,2024-04-08,708236.3,446018.7,323994.61
41,2024-02-08,565137.96,182533.09,118867.31
93,2024-08-04,260390.53,436986.85,494927.38
63,2024-03-07,776234.08,499990.71,453313.98
93,2024-03-24,26997.21,435614.47,223523.62
79,2024-02-17,83115.83,229920.16,114826.84
41,2024-02-25,587344.95,167823.16,455078.39
84,2024-05-23,278584.15,273204.88,26224.15
53,2024-01-11,307116.0,24417.23,81049.24
7,2024-03-27,918455.46,161378.91,14897.94
52,2024-01-25,784704.91,158008.59,454110.52
25,2024-03-28,346041.13,247777.7,272357.69
34,2024-04-05,166574.36,482201.82,159414.46
68,2024-11-13,726539.58,168600.03,153887.13
94,2024-07-24,575723.17,64098.49,378157.31
52,2024-08-10,393912.38,160934.25,389749.25
13,2024-10-14,932763.49,425598.34,365812.1
82,2024-12-09,327373.28,40126.33,298885.85
18,2024-01-05,757958.13,302208.83,168086.65
71,2024-09-09,13708.01,430598.13,365958.11
8,2024-08-03,330262.52,337153.05,65229.64
59,2024-07-30,931512.79,190103.53,449188.73
24,2024-02-14,701177.19,67817.0,200567.55
20,2024-09-06,33795.39,9975.76,40700.68
36,2024-05-14,793398.17,14924.39,276679.17
38,2024-06-05,75336.76,285956.37,125090.48
7,2024-10-11,306899.21,420659.8,338657.09
62,2024-11-27,193373.28,152466.13,98796.3
93,2024-10-14,937259.4,470622.04,213486.58
36,2024-05-04,484050.37,162234.62,346081.52
61,2024-02-09,223052.8,439398.92,272904.84
51,2024-10-29,281681.04,454889.59,385937.06
74,2024-08-07,744949.06,20465.31,469942.55
7,2024-08-19,117386.33,283564.63,87405.05
69,2024-03-16,197719.51,372674.82,433115.6
26,2024-09-22,752691.99,98410.91,305097.62
73,2024-11-21,256728.45,326871.59,410706.41
53,2024-10-07,988724.84,78410.7,239618.38
24,2024-02-13,109775.7,152337.73,398925.1
80,2024-11-29,711262.58,259914.85,425845.76
7,2024-11-24,793165.2,453152.66,449491.22
20,2024-11-15,651428.9,86270.35,131635.97
2,2024-07-25,117852.66,497062.58,165306.68
46,2024-05-12,17384.86,494822.72,352872.89
2,2024-07-20,770575.33,250493.94,168152.96
64,2024-11-04,582256.22,108997.73,153187.24
59,2024-05-27,594106.65,137706.59,392476.42
61,2024-06-10,559784.9,133093.33,447750.0
56,2024-11-27,520456.72,363872.54,420421.44
53,2024-09-27,497864.19,44248.56,367325.63
38,2024-01-27,476971.23,350704.22,260984.31
79,2024-10-15,268201.61,200538.17,417661.5
83,2024-06-21,766745.99,164981.5,282135.92
56,2024-04-11,171119.51,80910.31,365700.96
73,2024-01-19,567623.9,419156.28,204841.68
65,2024-09-12,393265.3,406151.48,408398.7
52,2024-03-13,747270.15,478115.67,287391.18
91,2024-01-29,962440.99,189513.85,253401.99
28,2024-08-28,558760.32,382769.52,70363.84
64,2024-12-09,911001.66,359440.77,174688.79
16,2024-02-14,605756.72,246140.21,248824.43
46,2024-07-21,262270.95,372563.08,342374.39
43,2024-05-24,234836.01,168580.18,234719.93
55,2024-10-25,62823.2,312800.36,125700.25
48,2024-05-24,499183.9,157054.06,488553.58
22,2024-05-17,507315.48,105127.84,399611.62
29,2024-05-20,269457.85,295183.5,488213.49
28,2024-11-09,12903.24,311795.87,265153.39
55,2024-06-28,758698.14,388439.68,105453.11
14,2024-04-07,473109.81,418540.4,331514.07
54,2024-02-03,837900.98,254322.93,167483.29
16,2024-02-15,748187.72,61811.28,494577.3
89,2024-08-26,186912.49,162714.21,196237.5
3,2024-05-29,551897.46,75103.98,306633.28
40,2024-08-08,205960.72,472931.98,143823.28
39,2024-10-28,590071.79,96244.47,146277.53
94,2024-02-10,704960.73,414449.09,28052.97
55,2024-02-05,836521.96,421622.21,82408.99
8,2024-09-15,726150.07,325284.58,208973.71
62,2024-06-15,841825.52,9104.68,426843.37
72,2024-12-09,852935.13,165580.0,139762.15
52,2024-11-29,844865.75,19281.2,200793.9
85,2024-08-19,657337.65,170704.37,204080.1
52,2024-08-20,841531.35,178804.54,192561.05
22,2024-04-24,51750.99,306123.25,288401.93
44,2024-08-18,353689.42,100368.12,25860.44
29,2024-08-18,323544.73,144362.34,266196.48
77,2024-12-10,224653.98,11857.36,356385.86
14,2024-02-26,325925.16,186464.81,308262.06
33,2024-04-24,189298.07,148918.14,400908.66
91,2024-06-02,58749.81,52938.73,105548.29
49,2024-09-15,290747.67,381874.46,327032.26
40,2024-07-14,731889.86,28407.47,361336.3
55,2024-02-05,692980.25,128254.16,171178.21
100,2024-02-09,962135.79,191366.89,116390.76
61,2024-08-22,711047.43,63251.63,469396.96
8,2024-04-29,234946.4,71150.26,15509.04
33,2024-03-12,863180.19,256100.87,417381.24
2,2024-03-01,430181.88,200556.12,262837.05
71,2024-12-06,561231.26,378990.57,58755.86
81,2024-07-15,940811.17,407485.55,490622.02
31,2024-05-31,516671.41,86395.32,472659.05
77,2024-08-23,708101.79,17382.37,197863.07
77,2024-09-18,60282.91,273213.8,498570.34
2,2024-10-12,797949.65,332032.99,118515.35
76,2024-08-12,201626.35,110790.93,338751.73
12,2024-05-05,996176.81,110185.92,377246.34
95,2024-12-13,853935.05,462373.0,15347.4
3,2024-05-18,273026.28,342718.07,465329.49
66,2024-11-22,970053.01,378633.65,287604.13
28,2024-06-30,356845.56,399690.41,96847.65
52,2024-07-13,317998.56,252682.75,420813.93
5,2024-02-12,518735.67,57229.88,237776.62
79,2024-09-19,295803.15,233537.04,69413.94
15,2024-01-05,733263.23,366470.48,270893.83
54,2024-10-25,835659.77,198804.63,340646.12
83,2024-09-05,868860.8,368857.37,76959.39
61,2024-11-13,89997.1,472930.72,305077.05
100,2024-07-28,544882.69,33207.84,349490.08
87,2024-04-24,233585.41,190064.28,186834.04
68,2024-07-01,952588.36,407140.15,481573.26
20,2024-09-05,478599.52,27821.88,190539.65
20,2024-01-22,574467.25,68529.4,22692.89
86,2024-09-13,121665.24,49834.48,183152.88
29,2024-12-15,495091.91,209560.87,291082.36
28,2024-06-11,810366.49,292608.7,432417.09
53,2024-07-06,351254.39,58557.47,353951.36
11,2024-05-12,686132.1,80508.29,449260.01
13,2024-10-06,231593.01,357906.62,378109.84
52,2024-08-08,705721.57,111712.45,183832.26
64,2024-09-23,322338.97,54494.28,233107.86
94,2024-07-05,527331.51,401681.9,459403.96
51,2024-07-28,477601.83,254453.39,224250.79
83,2024-02-14,347700.99,483445.45,86246.8
49,2024-01-22,676744.68,18914.87,268524.84
62,2024-10-20,225725.44,490869.96,323345.3
66,2024-09-11,730185.33,235045.2,310154.08
52,2024-10-14,421219.55,486720.23,68144.9
17,2024-05-15,378354.29,34734.85,68308.12
3,2024-07-09,502307.15,364592.38,450193.11
100,2024-03-19,692721.76,226586.21,46792.7
64,2024-06-23,824142.35,314725.01,55011.24
12,2024-04-13,838152.5,130067.94,149054.94
26,2024-02-12,865288.49,254676.23,448620.98
67,2024-11-17,504447.14,26486.52,206320.42
20,2024-08-01,119622.08,21338.21,271098.1
23,2024-02-26,660574.84,218371.14,476159.97
69,2024-09-19,835872.66,319661.74,72194.22
16,2024-10-02,485711.76,333071.26,216378.84
90,2024-11-12,124254.18,264510.08,307355.13
92,2024-04-20,715932.8,482038.78,158568.17
87,2024-11-14,689017.37,91962.06,192472.31
91,2024-08-26,601419.7,420869.17,499852.46
65,2024-06-04,740383.53,71420.36,98076.75
74,2024-03-08,256787.74,93492.73,476121.04
87,2024-11-14,334729.49,137865.18,274732.11
34,2024-02-08,332426.82,367105.35,22403.24
78,2024-09-11,313422.52,67313.67,374136.15
73,2024-03-07,193240.4,99047.51,499118.54
11,2024-04-25,27955.02,480112.79,7631.19
76,2024-03-28,333856.4,393475.62,253428.35
26,2024-12-08,284315.06,382340.94,308190.74
46,2024-02-28,201004.57,225986.85,260083.05
88,2024-05-08,293108.09,314566.7,290234.61
22,2024-09-18,125993.9,462372.96,60664.93
35,2024-07-30,278364.61,173503.98,343591.81
64,2024-05-13,302155.49,294366.25,409806.08
95,2024-11-18,218780.63,148333.74,421164.03
23,2024-09-27,695524.64,89205.54,124504.29
61,2024-06-16,584903.49,458610.72,196759.06
94,2024-01-25,539821.17,224877.97,480256.82
21,2024-07-15,20355.26,399190.51,248866.15
92,2024-09-10,891894.19,44604.76,176003.14
92,2024-12-10,985648.08,59605.15,9139.55
65,2024-01-12,674831.63,147990.95,4886.77
42,2024-09-12,733084.55,429895.69,267329.48
86,2024-06-23,533260.4,170667.77,283825.26
18,2024-01-04,861642.2,387015.39,357536.44
99,2024-08-28,237360.41,204980.79,217864.65
81,2024-08-16,130195.22,292303.59,126193.03
95,2024-10-08,549735.16,301036.15,261845.24
14,2024-09-19,101693.32,497306.96,71551.62
90,2024-03-16,148879.91,232429.31,271314.53
65,2024-01-24,77816.17,378309.65,75506.67
55,2024-05-19,861819.89,176650.07,418013.11
96,2024-12-01,103639.02,172339.66,421687.36
20,2024-07-24,778178.35,52688.8,179644.85
87,2024-06-18,933790.4,198479.96,195076.18
47,2024-02-03,873657.21,372103.8,332179.61
84,2024-09-17,61672.02,10956.48,106700.06
21,2024-04-12,964939.06,393717.69,259325.53
56,2024-01-15,799597.21,138864.46,240645.93
87,2024-10-11,282594.76,360139.93,155986.25
46,2024-09-10,774828.83,364373.69,63851.36
78,2024-03-28,578675.21,49131.7,56617.28
22,2024-02-02,313223.86,447504.44,41180.01
12,2024-10-18,204400.87,491038.93,246547.64
89,2024-10-13,993766.08,14994.28,305230.54
59,2024-01-14,851336.8,291445.23,335200.57
78,2024-09-18,237309.76,424005.14,480552.88
92,2024-02-14,55624.52,155438.02,498582.82
18,2024-05-03,446194.05,136676.86,346773.02
27,2024-04-28,978019.55,32614.43,346348.29
13,2024-08-17,808294.3,54464.14,463979.08
68,2024-08-27,95889.95,266373.52,179112.96
7,2024-04-25,425905.37,137729.29,139079.52
16,2024-02-12,728785.44,23526.76,389210.77
99,2024-07-14,626658.27,130516.28,373851.3
73,2024-08-07,711381.15,75214.12,33070.83
55,2024-10-08,72047.14,116758.51,49601.44
3,2024-01-03,876262.3,225895.2,22239.03
99,2024-08-05,426879.72,499180.02,142808.66
46,2024-04-27,726224.97,48175.13,241983.88
24,2024-02-16,440152.0,180707.63,113135.97
97,2024-09-01,471793.98,37567.45,404392.91
79,2024-10-08,271582.8,205887.32,249369.35
15,2024-11-12,881750.04,282223.49,387710.39
94,2024-12-13,759159.98,170396.02,4082.5
4,2024-06-07,240210.2,348295.23,244200.54
21,2024-08-24,610829.01,352394.36,461878.28
14,2024-03-10,722812.68,228130.94,105197.92
35,2024-06-02,289077.38,361641.47,93118.51
31,2024-07-22,511891.81,396481.96,211999.09
29,2024-06-24,189448.68,390559.51,110040.29
21,2024-06-07,401462.48,286210.94,89120.29
88,2024-05-05,333829.03,287538.05,146377.37
49,2024-01-27,161750.71,472516.9,303681.8
74,2024-05-19,269846.19,95373.17,226032.61
16,2024-09-13,684007.16,385150.39,173566.63
25,2024-05-22,89236.45,213243.29,410118.22
9,2024-10-28,136578.78,175838.53,151480.13
73,2024-05-30,854720.48,268072.13,351025.69
6,2024-12-11,881258.8,386946.65,152607.02
35,2024-07-25,198911.99,182658.46,162099.1
71,2024-01-23,982010.14,67568.23,281628.53
56,2024-05-03,554619.73,93019.33,62678.21
55,2024-05-25,499917.41,228876.99,460827.15
100,2024-06-18,459735.39,67658.54,387059.85
40,2024-10-07,676994.94,169186.51,247443.59
70,2024-03-12,374034.0,278652.08,409581.58
59,2024-01-21,866045.67,193106.08,231076.52
95,2024-04-16,954604.77,492023.98,499894.33
73,2024-01-09,531862.49,479296.53,297624.66
74,2024-12-12,502756.43,236468.65,211356.92
87,2024-05-19,871650.58,441355.87,177119.01
12,2024-02-18,720218.34,300761.9,395704.02
2,2024-09-15,244319.45,333880.05,165432.53
61,2024-10-02,478226.63,6816.73,321187.28
11,2024-04-20,887929.88,9928.06,431190.59
47,2024-01-27,886161.48,211646.18,172373.5
13,2024-06-23,514243.54,491717.63,485770.88
60,2024-08-05,517292.0,345011.11,161358.11
47,2024-09-30,16566.05,360102.52,411621.12
70,2024-11-21,684427.55,358696.02,450669.97
8,2024-12-16,464347.01,90995.16,117647.56
53,2024-10-22,898997.66,311300.49,412197.99
2,2024-02-05,720347.52,451338.74,466758.02
55,2024-03-14,863305.01,447073.58,201734.29
62,2024-01-22,824214.54,288227.87,140966.21
45,2024-01-28,153760.08,28601.87,324851.79
40,2024-11-18,446130.56,386813.97,21950.65
33,2024-11-10,356405.7,419884.51,307600.77
76,2024-01-21,70988.95,300852.3,394133.97
30,2024-07-01,615389.59,12186.13,452266.7
52,2024-07-23,549684.08,350618.02,162443.07
16,2024-03-14,817509.16,178478.59,129280.88
38,2024-03-29,905348.44,88862.65,454425.46
31,2024-02-09,457455.11,486569.41,298205.81
8,2024-11-28,41460.14,312705.13,120695.64
95,2024-03-02,376524.36,341344.55,296516.5
33,2024-06-05,872941.67,250102.92,370726.02
67,2024-09-26,9054.11,280498.05,493662.46
7,2024-06-28,18997.52,146048.32,264189.79
18,2024-01-21,257628.95,52454.48,118493.9
49,2024-12-05,349215.41,357379.12,293458.4
94,2024-03-15,323110.89,372836.32,465050.45
65,2024-07-23,943035.75,20260.5,488209.02
63,2024-01-29,354512.47,351637.71,88140.22
4,2024-10-04,424233.04,152412.9,446466.5
41,2024-04-10,74685.63,412380.96,457157.66
39,2024-04-12,96734.14,169881.61,248585.94
51,2024-09-16,287431.53,389026.99,64774.97
88,2024-08-23,335801.35,202043.9,34029.89
36,2024-06-05,440056.28,483862.14,62775.71
39,2024-11-29,637050.22,385323.95,465808.52
74,2024-05-24,259279.15,185946.79,64168.18
68,2024-01-02,72104.27,105421.83,191842.12
77,2024-03-17,310220.35,436490.84,230679.59
75,2024-09-19,291029.6,313079.93,151625.66
99,2024-03-13,405995.93,100666.77,182431.07
53,2024-03-16,596065.92,277321.44,408516.3
18,2024-07-03,672143.62,73999.59,468763.98
84,2024-08-01,907441.06,199492.31,21568.98
82,2024-02-06,503145.87,133436.07,403336.44
40,2024-06-24,30789.92,261303.02,423914.0
87,2024-01-07,243947.14,314804.49,39028.09
59,2024-08-03,252220.31,434776.75,455622.75
94,2024-10-11,313812.92,31860.39,423217.23
3,2024-02-02,160231.52,242984.38,312977.2
23,2024-04-23,813845.44,284155.36,483877.65
78,2024-06-29,327622.21,298251.4,47810.91
36,2024-10-19,9768.03,331270.02,259932.75
38,2024-03-14,186908.31,46745.0,23024.43
3,2024-03-21,350259.37,246657.48,365179.82
1,2024-02-24,992533.31,180432.98,464085.12
100,2024-09-20,126629.94,196137.29,99285.4
65,2024-05-10,708318.27,295792.45,302884.1
62,2024-04-24,747015.79,239164.42,248952.74
46,2024-06-04,813478.0,371422.96,74910.86
5,2024-05-01,701768.51,90038.31,291733.23
89,2024-10-18,419784.62,294394.73,76578.13
66,2024-11-08,888179.58,174011.38,349455.39
1,2024-04-16,216621.92,250810.44,265879.82
23,2024-06-15,546108.89,148738.26,246495.63
60,2024-06-12,342273.68,37955.66,139770.18
1,2024-11-14,22292.13,335982.68,288777.25
