account_id,client_id,account_type,balance,last_transaction_date
88034,16709,Checking,33920.5,2024-10-10
69744,28441,Checking,92705.79,2024-10-26
55820,34390,Checking,38618.91,2024-05-27
15405,18336,Checking,64481.97,2024-11-09
33605,82042,Checking,45592.34,2024-01-29
79411,87469,Saving,33345.78,2024-10-01
99744,35349,Checking,34114.26,2024-01-19
42291,37638,Checking,95613.51,2024-08-06
28923,20831,Saving,23233.25,2024-08-06
35060,34370,Saving,41394.26,2024-03-12
41230,67954,Checking,3590.82,2024-04-28
22640,27949,Saving,94634.5,2024-07-05
88935,65799,Saving,32649.8,2024-06-17
90280,39916,Saving,15243.16,2024-05-05
24590,21325,Saving,38821.98,2024-07-28
31207,41289,Saving,11561.31,2024-05-17
18825,81943,Saving,13573.38,2024-03-30
54754,82327,Saving,76307.06,2024-03-27
93448,83691,Saving,92614.09,2024-05-15
13654,71728,Checking,80990.76,2024-06-19
80805,39313,Checking,76832.45,2024-05-19
72794,56540,Checking,38843.29,2024-01-05
62189,75117,Checking,26783.47,2024-02-14
65110,74430,Saving,27239.15,2024-08-25
29724,4226,Saving,5742.98,2024-09-23
60286,73160,Checking,29723.38,2024-06-06
76724,11200,Checking,35195.86,2024-05-02
56429,90145,Saving,64344.0,2024-01-31
70897,37330,Saving,90239.46,2024-02-29
27475,43896,Checking,64958.29,2024-03-01
68361,5687,Saving,33506.5,2024-01-11
69660,4490,Checking,33932.08,2024-10-02
24193,30213,Checking,24715.19,2024-05-04
57783,14520,Saving,68377.27,2024-07-28
25557,54155,Checking,41362.98,2024-09-19
57169,5738,Checking,46958.49,2024-09-05
74870,16621,Saving,36617.87,2024-10-25
66120,94899,Checking,39637.94,2024-11-15
83197,17981,Checking,3040.62,2024-05-12
24627,70254,Checking,34951.22,2024-10-28
37447,14856,Checking,67715.61,2024-04-07
46871,77730,Checking,80204.08,2024-01-18
38283,58137,Saving,60.81,2024-01-09
58416,33389,Checking,85238.16,2024-11-10
37570,6624,Saving,51701.04,2024-07-23
45828,73227,Saving,21416.57,2024-01-22
97316,3490,Saving,78613.47,2024-03-16
87164,54802,Saving,58012.29,2024-03-26
92224,63234,Checking,95069.83,2024-08-20
29810,73874,Saving,58098.25,2024-04-02
49357,86700,Checking,44827.73,2024-08-20
16384,83885,Saving,28904.91,2024-06-23
67286,15684,Checking,76986.48,2024-03-12
48692,1967,Saving,41404.87,2024-10-15
25290,95232,Saving,1523.37,2024-07-05
65022,86993,Saving,26086.76,2024-10-28
13334,74503,Checking,20957.28,2024-08-05
98418,99749,Saving,8872.02,2024-10-27
58229,91886,Saving,51611.77,2024-06-08
11348,54864,Saving,3509.2,2024-11-27
32481,58453,Saving,23116.82,2024-05-25
45475,62658,Saving,493.44,2024-07-02
91199,73343,Checking,74385.5,2024-03-13
93918,79282,Checking,60000.67,2024-06-23
83125,33799,Saving,98205.26,2024-01-06
10706,49980,Checking,38744.79,2024-12-03
14187,69859,Saving,81452.79,2024-05-31
78609,76075,Checking,54842.03,2024-07-20
93652,78421,Checking,12218.42,2024-03-21
62899,32067,Checking,49295.86,2024-10-17
12559,69430,Saving,20883.51,2024-01-28
96041,92836,Checking,72602.24,2024-11-10
11609,48434,Saving,62963.8,2024-02-08
10976,94892,Saving,38886.05,2024-12-02
55646,67379,Checking,62842.98,2024-05-10
68791,18556,Saving,31933.62,2024-07-26
27801,2109,Saving,4414.42,2024-03-22
57120,17248,Saving,53484.93,2024-07-14
96016,74407,Checking,69597.45,2024-04-03
98277,37956,Saving,3136.15,2024-11-22
88059,10926,Checking,64944.88,2024-08-14
12155,27446,Saving,8824.68,2024-03-05
52221,60546,Checking,95403.34,2024-08-16
53110,55663,Checking,43169.18,2024-05-26
70720,38597,Checking,94626.12,2024-06-07
85308,88233,Checking,70655.3,2024-05-13
98021,84750,Checking,41237.6,2024-02-08
95033,74399,Checking,96260.43,2024-09-09
23827,25009,Saving,9316.34,2024-12-05
48766,56930,Checking,68390.26,2024-03-16
83134,60324,Saving,66567.7,2024-10-07
40292,79798,Checking,72864.33,2024-08-27
24006,79034,Saving,84377.84,2024-07-12
76166,34590,Saving,17726.5,2024-05-31
35937,6993,Checking,45401.97,2024-09-20
52090,90448,Checking,61095.2,2024-06-29
10175,62921,Saving,88659.28,2024-08-01
78528,40034,Saving,79198.91,2024-01-13
71815,16171,Saving,52533.74,2024-11-20
95850,60098,Checking,76999.18,2024-07-26
94332,66685,Saving,32813.63,2024-10-12
56784,73407,Saving,4788.4,2024-05-31
79917,39691,Checking,16210.59,2024-08-22
43576,53733,Saving,32628.7,2024-05-23
16154,26982,Checking,42162.73,2024-11-26
16758,76706,Checking,78263.94,2024-07-14
91563,54194,Saving,9714.91,2024-10-26
75048,77045,Checking,50178.88,2024-02-04
95242,18368,Checking,50705.25,2024-03-02
90510,49406,Checking,26842.17,2024-07-23
24912,37410,Saving,99771.77,2024-06-29
44024,3952,Checking,29533.31,2024-02-02
50510,70395,Saving,10374.03,2024-01-26
95609,81803,Checking,96187.88,2024-03-04
17688,68931,Checking,14470.91,2024-02-15
63554,85590,Checking,53491.67,2024-02-06
29624,35700,Checking,79263.86,2024-05-18
69780,12183,Checking,34608.45,2024-12-12
82624,70274,Checking,36286.7,2024-04-10
84726,85961,Checking,88321.27,2024-12-02
72028,13596,Saving,44682.55,2024-05-21
29180,11402,Saving,17793.61,2024-01-24
59904,94239,Checking,9242.5,2024-11-19
37495,75000,Checking,18390.92,2024-09-22
80273,99744,Checking,83595.61,2024-11-18
52447,94875,Checking,28766.78,2024-01-12
60560,32667,Checking,57492.76,2024-08-01
23876,47313,Checking,588.58,2024-06-18
24341,19839,Saving,73894.89,2024-01-22
80798,14407,Checking,88490.35,2024-10-20
31379,42244,Saving,51758.62,2024-10-16
91416,49823,Saving,49015.27,2024-11-19
20581,65193,Saving,-313.33,2024-04-11
56421,65238,Saving,25467.17,2024-12-07
13232,6510,Saving,16526.33,2024-09-04
89268,47639,Checking,26177.16,2024-08-01
83220,78200,Saving,64944.22,2024-07-09
87243,32587,Checking,22237.48,2024-02-03
37730,97607,Checking,60113.67,2024-02-27
26418,85949,Saving,98449.18,2024-02-19
94389,41288,Checking,98661.91,2024-10-10
51958,8146,Checking,19660.99,2024-09-01
77030,12452,Saving,67272.12,2024-07-03
52420,2917,Saving,74790.2,2024-02-28
73765,71031,Saving,65912.73,2024-01-26
76587,3765,Saving,13475.69,2024-10-26
52398,50519,Checking,37435.0,2024-04-16
47619,49184,Checking,58883.12,2024-04-22
83996,64466,Checking,33824.78,2024-04-27
13095,51787,Checking,65025.16,2024-09-18
48177,94168,Checking,42819.6,2024-07-02
47335,22795,Checking,74237.62,2024-11-20
85878,63856,Checking,68271.13,2024-11-02
79756,46531,Checking,54993.4,2024-10-30
84564,80508,Checking,922.55,2024-08-31
26973,56921,Checking,95934.23,2024-07-05
52138,84980,Checking,76741.18,2024-01-05
21349,91343,Saving,61866.22,2024-02-07
23673,98205,Saving,11679.38,2024-05-28
95697,13328,Saving,44502.51,2024-03-25
17303,34611,Saving,93516.88,2024-04-09
29402,87078,Saving,12224.73,2024-06-17
63852,25224,Saving,43002.68,2024-11-02
26981,31213,Checking,30597.05,2024-08-23
52484,37120,Saving,87991.52,2024-10-07
56096,44228,Saving,48557.08,2024-06-19
59151,20719,Checking,35563.52,2024-01-14
86227,40879,Saving,54797.97,2024-09-11
51618,2645,Saving,50606.43,2024-08-08
82661,89414,Saving,84631.4,2024-02-17
20883,15616,Saving,4668.61,2024-01-14
83878,76704,Checking,16067.51,2024-01-08
51359,17474,Checking,13738.9,2024-10-08
59748,83702,Saving,50923.32,2024-01-21
14475,38707,Saving,27348.63,2024-07-13
53132,3801,Saving,86290.1,2024-08-12
81842,87325,Checking,49211.53,2024-06-09
67931,93882,Checking,35003.96,2024-05-16
50321,8678,Saving,21642.34,2024-02-17
51803,93110,Checking,40079.18,2024-10-23
30520,39726,Checking,88284.75,2024-04-11
90283,38687,Saving,31403.61,2024-10-17
25480,10947,Saving,89681.58,2024-05-25
25202,42250,Checking,17403.0,2024-01-25
87390,2369,Saving,88642.81,2024-09-28
45850,64781,Checking,77465.12,2024-01-11
33526,20741,Checking,36776.09,2024-11-06
14968,55145,Saving,2882.2,2024-12-16
13649,24402,Saving,70212.33,2024-01-04
51552,38059,Checking,42217.68,2024-01-12
72796,50691,Checking,4064.79,2024-03-21
77735,71497,Checking,7108.17,2024-05-12
94969,37164,Saving,37196.86,2024-04-22
31009,1371,Saving,70474.9,2024-03-03
32847,54706,Saving,52498.33,2024-05-13
15551,56953,Checking,16728.48,2024-03-24
65280,39225,Checking,54762.71,2024-06-28
53134,22554,Saving,59405.93,2024-08-03
26025,56005,Saving,55957.03,2024-05-01
47144,33510,Checking,59191.05,2024-02-12
85113,1906,Saving,37835.39,2024-10-30
24318,96833,Checking,99329.25,2024-03-01
69533,74805,Saving,1110.61,2024-01-08
98449,66040,Saving,46050.16,2024-06-22
32756,26704,Saving,59457.74,2024-01-06
97252,48303,Checking,99910.63,2024-09-05
13727,7181,Saving,72870.4,2024-08-17
30901,39306,Saving,36031.08,2024-07-08
67675,29307,Checking,16979.07,2024-09-14
76907,56112,Saving,31012.13,2024-07-30
50088,31034,Saving,1743.51,2024-01-21
79678,46899,Checking,87097.69,2024-04-04
41078,92339,Checking,34178.79,2024-09-24
70983,77778,Saving,24621.53,2024-03-30
55247,66659,Saving,84605.14,2024-03-10
74483,43041,Saving,23924.51,2024-12-12
90591,74143,Checking,83428.52,2024-06-09
40049,52967,Saving,12497.47,2024-08-27
87246,48456,Checking,38349.48,2024-04-10
37492,88601,Checking,9651.68,2024-10-31
26814,70748,Checking,29502.17,2024-02-27
66775,85167,Saving,81120.66,2024-08-19
43825,58038,Saving,47994.79,2024-01-12
54388,66068,Saving,71923.1,2024-04-04
23863,55848,Checking,40932.1,2024-07-27
93809,25210,Saving,49412.95,2024-11-10
77291,76525,Saving,99658.89,2024-02-16
85902,46440,Checking,37325.82,2024-04-15
23224,37236,Saving,99342.43,2024-05-30
35973,43514,Saving,9197.06,2024-08-19
53013,3629,Checking,13587.05,2024-06-25
94600,41999,Checking,29738.41,2024-09-07
25470,22520,Checking,45025.65,2024-06-05
95047,57704,Saving,52239.18,2024-04-15
16228,74080,Checking,49113.17,2024-05-28
86959,22350,Checking,57523.7,2024-07-07
53227,47050,Saving,54769.09,2024-10-10
58266,30456,Saving,8706.37,2024-05-17
69528,22729,Checking,48041.23,2024-03-16
54598,82653,Saving,24240.42,2024-01-28
45115,80549,Checking,11896.94,2024-05-24
16824,20669,Checking,71257.89,2024-01-20
81250,46610,Checking,47107.24,2024-05-07
84434,57118,Checking,3357.98,2024-09-30
99717,76099,Saving,94861.8,2024-10-08
88587,46602,Checking,14898.41,2024-08-13
99341,35920,Saving,82362.3,2024-11-17
32653,50814,Saving,87475.39,2024-08-16
69373,76892,Saving,95035.23,2024-07-06
41892,97644,Saving,70866.93,2024-01-06
54894,26111,Checking,66869.18,2024-10-07
18685,94390,Checking,75699.61,2024-07-23
63250,94767,Checking,23108.66,2024-09-30
16334,79136,Saving,1026.04,2024-04-12
65443,80735,Checking,57601.71,2024-11-10
98152,58657,Saving,17388.02,2024-08-15
48802,14717,Saving,8311.06,2024-04-07
37663,11542,Checking,84766.92,2024-01-09
25151,77673,Saving,58927.67,2024-10-03
18788,47053,Saving,-221.47,2024-04-30
38597,59613,Checking,63665.6,2024-05-25
44098,58090,Checking,2125.09,2024-10-19
65839,47969,Checking,45552.73,2024-04-03
19547,86747,Saving,11262.98,2024-11-19
69211,12009,Checking,23675.49,2024-03-05
86201,80851,Checking,91707.25,2024-10-29
57132,90294,Saving,94497.42,2024-11-11
12565,87923,Saving,3467.66,2024-09-26
66344,69695,Saving,41262.01,2024-08-10
26842,90679,Saving,48198.65,2024-01-28
57125,42465,Saving,70310.65,2024-04-15
21940,69873,Checking,38304.43,2024-02-18
19179,24647,Saving,98002.62,2024-09-08
21904,85978,Checking,90485.38,2024-10-05
86844,92802,Checking,24089.13,2024-12-09
87763,56142,Saving,13861.29,2024-03-28
58221,99535,Checking,83305.92,2024-03-20
76521,89193,Saving,47903.04,2024-04-22
15989,47187,Checking,34224.66,2024-05-14
49066,89358,Checking,22346.24,2024-01-26
46871,23882,Checking,779.26,2024-11-11
71366,44055,Saving,4354.31,2024-10-30
17628,66860,Checking,45353.22,2024-04-28
44632,75318,Checking,22023.93,2024-08-07
88154,74196,Checking,75477.39,2024-04-18
44818,18105,Saving,26334.7,2024-06-24
39688,11159,Saving,76196.15,2024-09-07
62605,35054,Checking,34633.82,2024-04-18
57336,81895,Checking,20372.06,2024-03-12
48414,18978,Saving,83981.91,2024-10-20
24598,47167,Checking,18693.21,2024-11-10
24612,68814,Checking,3474.98,2024-08-18
28408,13169,Saving,28949.8,2024-10-29
53863,61925,Saving,80384.89,2024-10-29
38793,70454,Saving,57862.09,2024-12-02
73661,32711,Checking,46326.6,2024-08-21
27856,43227,Saving,21648.08,2024-01-04
28012,14356,Checking,41146.06,2024-11-17
79054,65533,Checking,16518.81,2024-11-11
63614,31671,Checking,7833.43,2024-04-18
88728,97319,Saving,26198.95,2024-07-07
35412,45278,Checking,77644.01,2024-05-30
64341,57384,Checking,80242.69,2024-11-03
62348,72142,Checking,45459.68,2024-01-04
97807,67177,Saving,25590.55,2024-07-06
60556,64284,Checking,71915.18,2024-07-19
60063,73959,Saving,36042.72,2024-07-18
75411,28057,Checking,35510.79,2024-03-28
66083,54932,Checking,70436.63,2024-02-19
37332,31309,Saving,92669.61,2024-06-24
51303,57730,Checking,27983.65,2024-05-29
86671,29324,Saving,49308.73,2024-08-25
99324,8395,Checking,36404.51,2024-08-18
15003,72452,Checking,35239.59,2024-10-09
96607,66950,Saving,72709.58,2024-04-04
34120,95646,Saving,23649.9,2024-04-23
23962,74866,Saving,1122.35,2024-09-28
47347,22965,Saving,26191.01,2024-11-21
22838,84491,Checking,11891.97,2024-01-02
57484,31596,Saving,64176.72,2024-03-10
26433,64287,Checking,9563.22,2024-07-20
52962,62405,Saving,13206.08,2024-08-01
76994,25264,Saving,26420.68,2024-09-27
12481,6885,Checking,92985.23,2024-07-11
43424,17909,Saving,47134.54,2024-03-08
90086,75746,Checking,65653.2,2024-08-29
97993,92500,Checking,70292.3,2024-07-10
12948,25455,Saving,36749.29,2024-02-10
38251,64334,Saving,41760.32,2024-06-13
64437,34692,Saving,90771.97,2024-03-24
79508,13066,Checking,9959.55,2024-10-10
89888,93912,Saving,94195.37,2024-08-28
13545,34862,Checking,-870.56,2024-11-30
53928,53071,Checking,47857.36,2024-04-04
12441,80376,Checking,96043.53,2024-03-13
66614,39373,Saving,63789.96,2024-04-08
30013,63230,Checking,8901.27,2024-08-19
68755,85515,Checking,53037.73,2024-10-01
13401,85721,Checking,17765.77,2024-06-16
16336,85977,Checking,93364.6,2024-04-17
27809,17246,Saving,11530.65,2024-08-30
29374,6180,Checking,84281.79,2024-03-29
90555,49237,Saving,15963.66,2024-03-01
58451,82789,Checking,76802.09,2024-08-04
53539,19145,Saving,32448.75,2024-04-01
71369,62799,Checking,56383.25,2024-11-21
20397,57756,Checking,39045.69,2024-01-29
40515,20082,Checking,8439.41,2024-01-23
68435,31581,Checking,93704.15,2024-08-03
42524,15084,Saving,52398.2,2024-08-05
75326,90731,Checking,45878.4,2024-02-24
83083,67124,Saving,30013.77,2024-08-04
28746,75588,Checking,81880.08,2024-11-18
16821,53402,Saving,21029.83,2024-05-19
90067,22086,Saving,92494.05,2024-06-23
69595,73141,Saving,79163.65,2024-04-25
74387,15705,Saving,51940.65,2024-11-24
59031,23192,Checking,4577.43,2024-05-14
56375,75432,Checking,11009.64,2024-05-06
83635,80011,Saving,59570.89,2024-09-09
58161,30827,Checking,86390.83,2024-10-04
57805,18856,Saving,81427.44,2024-10-17
83857,34487,Saving,70082.41,2024-08-08
79600,85592,Checking,84500.7,2024-01-27
97912,82588,Checking,39121.59,2024-09-15
11746,55863,Checking,69474.46,2024-08-06
14545,25044,Checking,80543.9,2024-10-14
98950,30197,Checking,63489.35,2024-04-26
44651,48964,Checking,92242.51,2024-05-08
71657,36258,Saving,63299.76,2024-05-31
44478,75928,Checking,74541.59,2024-09-02
11272,77021,Checking,48060.17,2024-01-21
90177,98353,Saving,88783.34,2024-06-01
73132,81346,Checking,70582.19,2024-07-10
47314,54903,Checking,99066.26,2024-06-19
14170,1616,Saving,64967.89,2024-01-07
29636,8076,Saving,26564.92,2024-11-19
46284,14095,Saving,52501.26,2024-01-20
85792,91090,Checking,29506.6,2024-08-04
44391,42983,Checking,4764.22,2024-08-06
88813,95288,Saving,64776.48,2024-05-13
40975,96894,Checking,1679.59,2024-09-10
20000,96325,Saving,53310.04,2024-02-15
78427,89231,Checking,51395.17,2024-05-05
63136,74893,Saving,4564.71,2024-02-14
81487,53277,Checking,98236.48,2024-08-26
14514,54241,Checking,31824.49,2024-05-26
68925,4394,Checking,57618.97,2024-03-22
37910,17815,Saving,15779.47,2024-03-10
91606,49481,Saving,17284.97,2024-06-07
16220,51422,Saving,50919.4,2024-03-04
55415,25623,Saving,89098.79,2024-09-14
61554,16321,Checking,73897.49,2024-02-08
93934,42805,Saving,70441.88,2024-10-14
76175,94446,Checking,92989.39,2024-05-29
42274,17595,Checking,1673.86,2024-01-20
55781,69427,Checking,58847.35,2024-10-20
22957,39798,Checking,96579.16,2024-11-29
29479,44110,Checking,46319.39,2024-10-24
68072,91750,Saving,78533.34,2024-01-31
50004,1169,Saving,89911.45,2024-10-26
94430,43191,Saving,61355.09,2024-10-29
92382,64871,Checking,25914.62,2024-03-27
77968,94583,Saving,24942.45,2024-11-30
30155,97458,Checking,81378.35,2024-01-18
53661,34966,Saving,5858.55,2024-10-31
27931,28288,Saving,63335.99,2024-04-13
86650,96664,Saving,10666.97,2024-05-01
34661,53361,Checking,18998.63,2024-02-24
95025,6001,Checking,92818.43,2024-03-29
55998,62495,Saving,18941.5,2024-04-04
90215,24056,Checking,26691.87,2024-04-05
61106,72578,Checking,83615.5,2024-07-29
82992,57982,Checking,36916.24,2024-04-02
79114,94380,Checking,4527.97,2024-06-27
32470,53692,Saving,10398.14,2024-11-10
36341,41607,Saving,45850.36,2024-05-24
63061,72795,Checking,73625.33,2024-12-04
40742,97654,Saving,10527.68,2024-03-08
36909,93147,Checking,27536.84,2024-12-16
48204,37680,Checking,36877.9,2024-04-05
19509,25599,Saving,84423.4,2024-09-15
76414,63915,Checking,6904.03,2024-10-08
11959,43188,Saving,76339.38,2024-12-12
88311,21071,Checking,97389.16,2024-09-23
19093,76842,Saving,74269.96,2024-02-09
82369,85403,Checking,39466.53,2024-02-16
37102,58663,Saving,82964.49,2024-06-07
23632,38041,Saving,90272.04,2024-11-08
21106,8426,Saving,18360.34,2024-08-28
14111,70819,Saving,53997.46,2024-10-18
15507,40300,Saving,22477.77,2024-06-18
98762,98045,Checking,80187.86,2024-03-30
29671,32235,Checking,40604.37,2024-09-29
96015,57201,Checking,81971.73,2024-11-11
93512,2455,Checking,90250.01,2024-05-28
69512,76649,Saving,21947.2,2024-06-03
34550,72995,Saving,51290.58,2024-02-11
43358,21471,Saving,88068.4,2024-04-30
36112,8490,Saving,60296.08,2024-10-12
58203,18419,Checking,38480.9,2024-08-03
23379,75261,Checking,66767.52,2024-04-27
47239,18125,Saving,12386.04,2024-07-22
95227,60626,Checking,73690.13,2024-03-14
85592,85450,Checking,85734.43,2024-07-01
30252,65259,Saving,19981.43,2024-12-12
83827,89023,Checking,33680.48,2024-05-30
22513,30765,Checking,28628.54,2024-05-06
90981,48698,Checking,96103.65,2024-06-24
12845,85948,Saving,94978.21,2024-02-04
81490,17534,Saving,7896.4,2024-10-16
53088,28198,Saving,41368.58,2024-02-12
26527,97298,Checking,67894.06,2024-05-13
43670,28462,Checking,42867.82,2024-05-02
23094,35393,Checking,21851.13,2024-04-24
55802,46835,Saving,47240.9,2024-11-28
28473,48920,Saving,20082.12,2024-05-27
37221,57368,Checking,40068.26,2024-06-03
30262,2667,Saving,37843.87,2024-06-18
50062,28561,Checking,81464.86,2024-03-06
70490,49014,Saving,58075.66,2024-11-04
13360,93524,Checking,4336.21,2024-09-18
64009,65516,Checking,32331.53,2024-03-08
34391,63889,Saving,72162.61,2024-03-14
47156,95385,Saving,90911.23,2024-09-05
68134,92413,Checking,34991.97,2024-02-06
85336,36787,Checking,6728.58,2024-04-21
49262,55036,Checking,2505.63,2024-11-14
87610,89088,Saving,16076.67,2024-12-16
84347,65808,Saving,63919.87,2024-07-06
74711,41269,Saving,37296.48,2024-04-29
51320,48947,Saving,47825.05,2024-06-16
54504,82728,Checking,62822.04,2024-11-01
38877,59617,Checking,37242.45,2024-09-08
74884,3764,Saving,40012.39,2024-06-22
54714,33774,Checking,42330.22,2024-11-24
23564,30534,Checking,43949.22,2024-07-14
81860,35298,Checking,46281.25,2024-03-23
82347,27905,Saving,56867.74,2024-04-12
96204,18965,Checking,62058.34,2024-05-09
54090,98367,Checking,39777.76,2024-07-07
13510,5021,Checking,17153.43,2024-11-12
65149,30740,Checking,42997.11,2024-10-16
68515,36797,Saving,19140.84,2024-04-10
50881,14629,Saving,53808.97,2024-11-25
94293,81244,Checking,2659.88,2024-04-17
20023,37268,Saving,65693.43,2024-05-01
72870,32533,Checking,7240.52,2024-07-11
17792,39359,Saving,42028.27,2024-07-02
58398,7097,Checking,42090.98,2024-07-16
94064,96978,Checking,9153.27,2024-03-29
57915,16663,Checking,36041.24,2024-08-08
85439,80120,Saving,61014.55,2024-06-20
50816,75669,Saving,52225.15,2024-01-09
24417,92972,Checking,16498.53,2024-11-01
99263,92909,Saving,35552.55,2024-07-05
87599,58592,Checking,55056.12,2024-12-07
83023,18336,Saving,64191.38,2024-07-04
19569,47768,Checking,8104.36,2024-11-27
85127,48518,Checking,9934.13,2024-06-25
79620,19899,Checking,83411.35,2024-06-19
10086,53741,Saving,56629.11,2024-08-01
18830,67864,Saving,99263.24,2024-01-09
75134,11374,Checking,83523.99,2024-01-28
69236,79786,Saving,96795.78,2024-06-28
97961,28952,Saving,25863.14,2024-07-20
78765,66816,Saving,48108.77,2024-01-04
37976,63812,Saving,88046.08,2024-12-16
79126,19272,Saving,55655.17,2024-07-09
26330,94652,Checking,4849.02,2024-03-02
58114,36461,Saving,12317.24,2024-10-15
43276,43859,Saving,47300.03,2024-03-22
39619,14490,Saving,17016.52,2024-08-02
60106,38206,Saving,26701.55,2024-09-29
88905,15735,Saving,69818.41,2024-11-22
58570,24290,Checking,1485.08,2024-06-29
49328,79732,Checking,2449.64,2024-08-08
33005,39826,Saving,87981.76,2024-10-08
46720,94996,Saving,64428.16,2024-02-02
11631,64584,Checking,28410.67,2024-06-27
83381,57349,Checking,52518.62,2024-02-13
67405,58270,Checking,17241.81,2024-08-08
67691,58563,Checking,85997.51,2024-11-07
22358,21413,Checking,46946.02,2024-09-29
22850,20926,Checking,27888.64,2024-11-01
64094,80280,Checking,19813.17,2024-10-12
58154,89602,Checking,11618.4,2024-06-01
49124,67390,Saving,53777.16,2024-11-12
57936,28059,Checking,45258.42,2024-12-01
62531,91433,Checking,24612.49,2024-08-09
40313,25219,Checking,95818.77,2024-06-13
78426,21166,Saving,28765.52,2024-08-17
47582,38394,Saving,52259.14,2024-01-12
50244,45401,Saving,53353.17,2024-05-29
33422,7734,Checking,7520.47,2024-03-13
23933,97946,Checking,32533.82,2024-05-26
83183,52618,Saving,10763.66,2024-11-25
57746,26261,Saving,29538.23,2024-10-12
11126,77149,Checking,57711.55,2024-10-29
14743,74323,Checking,30203.67,2024-09-09
13899,97056,Saving,39197.81,2024-03-27
13465,89734,Checking,86353.69,2024-11-20
71446,6406,Saving,8629.48,2024-09-06
11897,27736,Saving,28112.66,2024-10-27
83120,12973,Saving,68637.19,2024-09-14
90054,53762,Saving,72132.34,2024-01-01
62346,34187,Saving,16204.93,2024-09-25
28318,93603,Saving,39731.06,2024-03-05
32737,4562,Saving,51948.6,2024-08-18
16665,95408,Saving,83127.41,2024-03-31
31245,48635,Saving,52034.65,2024-04-13
26865,57030,Saving,21620.73,2024-08-03
60789,40279,Checking,51266.02,2024-02-09
38954,14333,Checking,50912.92,2024-07-21
62355,18682,Saving,91463.89,2024-04-16
64900,39765,Checking,7334.28,2024-01-03
45603,60548,Saving,40902.01,2024-08-13
43278,84396,Saving,18440.58,2024-03-10
78516,21127,Checking,33911.79,2024-10-21
78618,27284,Saving,67959.28,2024-04-08
94611,90274,Checking,79763.31,2024-10-20
93630,31791,Checking,71964.5,2024-03-02
27435,64226,Checking,75646.6,2024-10-03
30572,55946,Saving,88878.78,2024-04-22
35955,86708,Saving,51615.43,2024-02-29
98838,82892,Checking,9934.21,2024-09-16
91835,66595,Checking,59268.23,2024-06-16
65897,45966,Checking,8248.01,2024-08-13
30303,23534,Saving,48921.47,2024-05-19
13161,88152,Checking,97790.63,2024-11-09
98648,48240,Checking,7069.92,2024-09-03
18399,52757,Saving,65077.59,2024-07-07
88878,34335,Checking,84881.13,2024-08-11
72351,15036,Saving,85752.63,2024-05-17
13285,5134,Saving,40003.13,2024-12-06
89460,39206,Saving,65530.42,2024-08-10
64465,30490,Checking,45122.87,2024-12-07
15483,53795,Saving,62274.7,2024-05-21
24675,94844,Checking,18920.06,2024-05-08
43306,90960,Checking,86127.95,2024-08-25
48379,61875,Saving,68221.2,2024-06-26
29853,39419,Checking,24871.65,2024-09-03
98026,91016,Checking,92079.43,2024-06-02
34600,99806,Checking,33805.13,2024-02-14
19709,23101,Checking,49521.79,2024-02-23
83534,42161,Checking,43473.38,2024-05-29
38815,10931,Checking,7189.4,2024-05-08
20940,67839,Checking,55270.23,2024-05-07
24435,16817,Checking,8716.4,2024-12-09
65248,67573,Saving,46097.36,2024-11-25
53324,89483,Saving,83882.47,2024-11-19
47067,7189,Checking,40130.7,2024-11-30
54353,10262,Checking,56524.53,2024-07-23
93936,67191,Saving,40709.65,2024-01-24
16081,71669,Saving,75720.12,2024-11-05
96194,69100,Checking,17929.8,2024-11-01
19074,55366,Saving,61310.48,2024-11-30
73503,75342,Saving,98693.97,2024-04-14
97643,9424,Saving,11477.84,2024-04-05
10618,38653,Saving,46073.5,2024-02-22
27831,71779,Saving,96034.72,2024-01-07
29983,76371,Saving,6567.0,2024-04-12
11255,48309,Checking,45728.75,2024-10-13
33844,91195,Checking,92790.1,2024-05-03
11847,64898,Saving,41401.02,2024-04-29
29765,26625,Saving,38053.59,2024-03-03
80583,20965,Saving,46597.77,2024-10-08
60411,1554,Saving,77164.69,2024-11-10
87324,67067,Checking,29407.68,2024-04-02
10901,33596,Saving,42126.37,2024-10-15
96431,94393,Checking,22740.0,2024-10-05
97732,39272,Checking,33193.76,2024-09-20
62941,57172,Saving,73606.75,2024-01-02
25152,46550,Checking,38563.18,2024-04-07
21417,47620,Checking,18247.49,2024-09-22
43576,26157,Checking,81276.72,2024-10-19
23974,25960,Checking,8205.68,2024-05-28
97754,64079,Checking,60516.27,2024-10-16
46016,40952,Saving,80937.91,2024-03-08
28569,48160,Saving,38730.53,2024-06-06
47594,14565,Saving,37234.45,2024-11-25
82951,3271,Saving,53415.31,2024-09-02
40618,74647,Saving,24569.15,2024-04-28
11478,56778,Saving,84006.11,2024-09-21
37156,13593,Saving,32477.47,2024-07-23
11583,6238,Checking,11157.46,2024-03-19
55181,69650,Saving,13553.15,2024-04-29
85301,45450,Checking,97663.12,2024-11-30
66431,48369,Saving,53619.86,2024-10-06
95218,44873,Saving,98933.22,2024-07-21
95513,67373,Saving,70874.45,2024-10-13
30614,43618,Checking,38655.2,2024-02-22
46953,71974,Saving,80441.01,2024-06-17
48220,60372,Checking,65101.64,2024-04-24
73981,45496,Checking,68575.99,2024-05-30
