client_id,total_loan_amount,average_loan_amount
22171,231760.57,231760.57
22211,141853.69,141853.69
22236,17509.1,17509.1
22300,332179.36,332179.36
22307,206288.81,206288.81
22356,236103.84,236103.84
22386,447593.46,447593.46
22411,460523.63,460523.63
22437,406306.53,406306.53
22453,30085.72,30085.72
22482,57340.47,57340.47
22504,81541.92,81541.92
22514,358922.91,358922.91
22541,492932.41,492932.41
22580,388987.38,388987.38
22593,207999.65,207999.65
22630,231770.35,231770.35
22634,379407.62,379407.62
22658,251062.96,251062.96
22685,215040.05,215040.05
22697,400789.45,400789.45
22735,123786.67,123786.67
22752,337384.92,337384.92
22758,368361.01,368361.01
22764,367246.39,367246.39
22770,278023.89,278023.89
22805,389468.37,389468.37
22806,205617.94,205617.94
22808,182243.26,182243.26
22860,382382.6,382382.6
22863,175607.37,175607.37
22875,5950.98,5950.98
22897,391625.9,391625.9
22949,151749.49,151749.49
22956,496279.88,496279.88
22974,479758.24,479758.24
22976,219298.81,219298.81
22984,219947.01,219947.01
23009,445848.27,445848.27
23010,333911.42,333911.42
23021,94349.8,94349.8
23025,73364.69,73364.69
23061,138480.4,138480.4
23075,208028.16,208028.16
23099,257362.09,257362.09
23104,286375.46,286375.46
23113,385172.28,385172.28
23129,219293.34,219293.34
23146,5482.95,5482.95
23165,451704.02,451704.02
23175,56562.8,56562.8
23223,488606.65,488606.65
23227,131605.31,131605.31
23264,384874.22,384874.22
23279,384108.08,384108.08
23311,75037.08,75037.08
23326,620285.85,310142.925
23331,417674.43,417674.43
23342,164338.63,164338.63
23350,30552.68,30552.68
23393,267337.08,267337.08
23428,389719.06,389719.06
23449,78223.39,78223.39
23450,479082.65,479082.65
23481,409206.49,409206.49
23492,312767.57,312767.57
23535,280435.22,280435.22
23542,197601.53,197601.53
23552,305473.16,305473.16
23582,41087.44,41087.44
23594,471938.78,471938.78
23643,437929.48,437929.48
23687,497175.16,497175.16
23711,286601.6,286601.6
23764,405395.84,405395.84
23773,237706.61,237706.61
23814,378130.5,378130.5
23816,282600.9,282600.9
23863,114926.7,114926.7
23918,106649.32,106649.32
23929,232412.35,232412.35
23961,293645.14,293645.14
24014,340236.89,340236.89
24059,399914.67,399914.67
24060,819478.81,409739.405
24062,29292.31,29292.31
24074,440415.14,440415.14
24105,172307.43,172307.43
24112,40449.61,40449.61
24115,442848.0,442848.0
24131,489910.48,489910.48
24173,117230.9,117230.9
24176,393881.39,393881.39
24180,133379.43,133379.43
24221,410626.04,410626.04
24233,395920.15,395920.15
24267,390301.85,390301.85
24269,410858.26,205429.13
24281,92299.38,92299.38
24312,176514.35,176514.35
24327,311995.9,311995.9
24350,219261.01,219261.01
24358,238978.03,238978.03
24360,451641.18,451641.18
24382,78690.41,78690.41
24412,306807.18,306807.18
24414,11112.64,11112.64
24416,31635.69,31635.69
24421,9363.92,9363.92
24422,275927.16,275927.16
24444,374713.1,374713.1
24489,421523.01,421523.01
24520,295674.7,295674.7
24525,354684.09,354684.09
24545,257179.29,257179.29
24572,253859.61,253859.61
24606,442254.08,442254.08
24622,123515.84,123515.84
24703,442273.51,442273.51
24713,486248.39,486248.39
24738,284128.05,284128.05
24745,374089.55,374089.55
24754,150464.83,150464.83
24760,272929.08,272929.08
24778,459486.05,459486.05
24847,248497.15,248497.15
24862,75358.45,75358.45
24863,454250.54,454250.54
24876,129111.16,129111.16
24885,250366.59,250366.59
24899,235455.51,235455.51
24902,346149.86,346149.86
24938,444653.6,444653.6
24939,389891.27,389891.27
24946,443535.98,443535.98
24954,494445.8,494445.8
24958,403058.14,403058.14
24985,102574.98,102574.98
24989,370402.48,370402.48
24993,44253.87,44253.87
25013,323929.91,323929.91
25024,361225.14,361225.14
25027,40580.84,40580.84
25032,499094.89,499094.89
25038,462150.98,462150.98
25043,439089.32,439089.32
25051,50357.41,50357.41
25064,471036.39,471036.39
25088,215235.33,215235.33
25113,410855.79,410855.79
25114,163215.94,163215.94
25119,353038.05,353038.05
25122,152790.25,152790.25
25131,205329.09,205329.09
25142,73501.61,73501.61
25169,68078.39,68078.39
25172,254943.98,254943.98
25197,358753.03,358753.03
25236,350711.41,350711.41
25245,71118.31,71118.31
25255,64451.18,64451.18
25270,186139.77,186139.77
25288,89047.45,89047.45
25306,141969.15,141969.15
25310,464686.47,464686.47
25341,197585.59,197585.59
25354,442278.54,442278.54
25382,70766.96,70766.96
25392,295646.5,295646.5
25438,471227.18,471227.18
25511,19315.93,19315.93
25526,475057.38,475057.38
25541,111763.09,111763.09
25560,21670.48,21670.48
25585,455709.13,455709.13
25609,134558.52,134558.52
25641,194097.19,194097.19
25663,44922.84,44922.84
25678,290186.25,145093.125
25708,158602.62,158602.62
25774,464035.27,464035.27
25801,124867.23,124867.23
25802,371631.55,185815.775
25813,24736.16,24736.16
25865,243009.86,243009.86
25929,330889.86,330889.86
25931,36144.92,36144.92
25933,292057.16,292057.16
25938,331298.67,331298.67
25945,309223.16,309223.16
25952,467975.51,467975.51
25972,257897.09,257897.09
25975,363167.28,363167.28
25989,149787.42,149787.42
26010,464772.35,464772.35
26046,383276.76,383276.76
26050,126091.14,126091.14
26057,345493.74,345493.74
26087,357373.46,357373.46
26106,236373.12,236373.12
26136,321741.44,321741.44
26212,214946.42,214946.42
26230,295432.86,295432.86
26243,122440.1,122440.1
26296,337227.5,337227.5
26297,163668.48,163668.48
26305,169126.11,169126.11
26313,191638.72,191638.72
26319,332614.65,332614.65
26322,373685.46,373685.46
26398,478030.9,478030.9
26421,138337.87,138337.87
26507,108549.03,108549.03
26522,99543.28,99543.28
26526,175018.67,175018.67
26532,591917.84,295958.92
26571,110392.27,110392.27
26572,176314.25,176314.25
26664,117911.46,117911.46
26676,476477.27,476477.27
26690,412631.64,412631.64
26708,267784.04,267784.04
26716,388146.86,194073.43
26742,279980.13,279980.13
26750,142760.88,142760.88
26763,288031.96,288031.96
26771,308823.45,308823.45
26788,43066.22,43066.22
26807,340433.94,340433.94
26841,126454.7,126454.7
26842,33176.16,33176.16
26846,267571.1,267571.1
26860,466241.72,466241.72
26904,436552.22,436552.22
26907,50904.89,50904.89
26934,391279.5,391279.5
26937,360872.82,360872.82
27015,267207.05,267207.05
27021,73275.33,73275.33
27042,407033.72,407033.72
27076,177369.4,177369.4
27111,361350.42,361350.42
27132,493292.79,493292.79
27134,208896.46,208896.46
27138,534757.02,267378.51
27180,426196.32,426196.32
27225,340467.48,340467.48
27231,235066.81,235066.81
27234,176073.46,176073.46
27235,191401.48,191401.48
27240,284965.4,284965.4
27242,418180.81,418180.81
27243,402115.42,402115.42
27266,323561.28,323561.28
27285,26252.73,26252.73
27292,293289.01,293289.01
27298,117596.99,117596.99
27316,348195.62,348195.62
27358,346787.48,346787.48
27385,347643.22,347643.22
27389,362264.41,362264.41
27398,365749.29,365749.29
27410,151825.13,151825.13
27424,37406.86,37406.86
27439,443221.31,443221.31
27445,413589.46,413589.46
27470,49252.72,49252.72
27471,151326.78,151326.78
27515,277828.19,277828.19
27516,542176.85,271088.425
27518,406652.87,406652.87
27541,22954.74,22954.74
27543,155327.56,155327.56
27598,388142.61,388142.61
27624,64663.51,64663.51
27637,249802.05,249802.05
27644,65130.13,65130.13
27647,363319.5,363319.5
27649,432465.24,432465.24
27656,34411.48,34411.48
27676,494312.43,494312.43
27710,478698.35,478698.35
27717,325731.04,325731.04
27748,452549.71,452549.71
27771,58216.3,58216.3
27772,123244.79,123244.79
27784,248407.36,248407.36
27789,151809.75,151809.75
27805,59964.69,59964.69
27821,175437.77,175437.77
27837,195246.02,195246.02
27846,74946.59,74946.59
27878,77043.29,77043.29
27881,464305.9,464305.9
27901,423850.33,423850.33
27911,731562.26,365781.13
27914,310833.54,310833.54
27929,282921.11,282921.11
27945,386172.3,386172.3
27946,141928.66,141928.66
27975,10460.62,10460.62
27978,99080.94,99080.94
28032,76845.02,76845.02
28055,431063.99,431063.99
28080,20788.76,20788.76
28081,205448.23,205448.23
28091,449416.81,449416.81
28104,184606.85,184606.85
28108,198823.72,198823.72
28109,467382.3,467382.3
28110,273491.92,273491.92
28230,288923.51,288923.51
28246,494155.17,494155.17
28258,182953.44,182953.44
28268,120929.93,120929.93
28356,246210.59000000003,123105.29500000001
28368,430681.73,430681.73
28378,401926.98,401926.98
28391,244048.12,244048.12
28419,178277.98,178277.98
28432,393122.28,393122.28
28436,485856.22,485856.22
28442,112440.72,112440.72
28482,468117.85,468117.85
28505,371449.89,371449.89
28519,482614.1,482614.1
28525,274012.87,274012.87
28533,318455.08,318455.08
28538,302928.97,302928.97
28539,360851.68,360851.68
28548,254940.89,254940.89
28570,374153.48,374153.48
28576,378061.7,378061.7
28603,361494.52,361494.52
28624,400341.5,400341.5
28633,93886.55,93886.55
28644,298006.17,298006.17
28648,39418.4,39418.4
28650,427917.59,427917.59
28664,110623.56,110623.56
28665,157995.47,157995.47
28675,245711.0,245711.0
28690,179358.59,179358.59
28696,129729.64,129729.64
28698,248538.42,248538.42
28722,231793.89,231793.89
28754,91677.41,91677.41
28773,32520.22,32520.22
28787,248400.25,248400.25
28793,128297.27,128297.27
28798,151665.33,151665.33
28804,459658.25,459658.25
28807,432569.13,432569.13
28827,175730.03,175730.03
28845,129174.86,129174.86
28852,391712.48,391712.48
28865,96063.78,96063.78
28874,352144.52,352144.52
28883,427037.45,427037.45
28885,310677.96,310677.96
28962,237384.76,237384.76
28964,6311.45,6311.45
28976,483142.57,483142.57
28996,169327.73,169327.73
29000,406037.64,406037.64
29016,397762.18,397762.18
29047,473296.73,473296.73
29062,115031.02,115031.02
29075,56968.61,56968.61
29076,276806.25,276806.25
29120,438548.58,438548.58
29134,427900.86,427900.86
29142,120504.92,120504.92
29202,47835.86,47835.86
29206,143139.2,143139.2
29212,17362.95,17362.95
29213,194640.07,194640.07
29214,426767.54,426767.54
29217,33833.03,33833.03
29219,214339.57,214339.57
29229,198307.37,198307.37
29245,52797.7,52797.7
29268,362927.02,362927.02
29277,487879.22,487879.22
29299,45016.64,45016.64
29321,429330.97,429330.97
29364,306277.62,306277.62
29387,493041.97,493041.97
29391,22599.09,22599.09
29421,110880.81,110880.81
29443,156393.47,156393.47
29465,176178.91,176178.91
29497,330577.27,330577.27
29500,380270.25,380270.25
29504,162629.43,162629.43
29538,296345.36,296345.36
29542,372404.91,372404.91
29561,119434.58,119434.58
29577,272887.21,272887.21
29611,18927.52,18927.52
29616,419580.88,419580.88
29626,17549.55,17549.55
29638,355172.97,355172.97
29658,375812.49,375812.49
29659,91384.34,91384.34
29670,23168.45,23168.45
29677,419997.02,419997.02
29695,246143.6,246143.6
29703,490724.82,490724.82
29704,46947.92,46947.92
29708,419934.85,419934.85
29714,205289.74,205289.74
29727,70399.28,70399.28
29752,65799.89,65799.89
29757,271568.75,271568.75
29762,330727.13,330727.13
29786,211841.0,211841.0
29791,6457.94,6457.94
29819,259548.96,259548.96
29836,303782.5,303782.5
29845,325723.92,325723.92
29849,232557.06,232557.06
29903,191801.02,191801.02
29924,437428.54,437428.54
29932,49639.8,49639.8
29933,217205.49,217205.49
29938,221679.1,221679.1
29973,139814.16,139814.16
29980,92510.66,92510.66
30017,63358.55,63358.55
30027,485545.76,485545.76
30068,314270.18,314270.18
30126,181657.49,181657.49
30174,153737.16,153737.16
30190,459354.46,459354.46
30203,147282.97,147282.97
30205,354557.5,354557.5
30226,392193.29,392193.29
30252,218821.0,218821.0
30255,484345.88,484345.88
30265,469829.82,469829.82
30283,139663.24,139663.24
30290,441863.37,441863.37
30296,482018.6,482018.6
30297,385914.36,385914.36
30302,134534.79,134534.79
30303,481825.0,481825.0
30311,1864.38,1864.38
30346,371041.97,371041.97
30350,182443.01,182443.01
30371,384914.1,384914.1
30396,142661.5,142661.5
30416,173217.14,173217.14
30446,46385.0,46385.0
30462,479152.64,479152.64
30478,70447.78,70447.78
30486,203628.93,203628.93
30525,362220.25,362220.25
30534,191222.92,191222.92
30542,237441.78,237441.78
30567,395161.02,395161.02
30573,134115.41,134115.41
30612,240822.1,240822.1
30634,294748.86,294748.86
30666,2738.63,2738.63
30671,492540.49,492540.49
30710,226623.51,226623.51
30746,352616.05,352616.05
30758,34552.56,34552.56
30800,381788.14,381788.14
30837,6326.21,6326.21
30840,201978.78,201978.78
30884,275085.28,275085.28
30896,208636.97,208636.97
30910,401996.02,401996.02
30914,304941.53,304941.53
30915,94418.45,94418.45
30922,271516.58,271516.58
30935,417314.66,417314.66
30938,422996.48,422996.48
30939,128620.13,128620.13
30965,404613.49,404613.49
30970,311411.17,311411.17
31026,53606.99,53606.99
31061,169474.02,169474.02
31064,400328.22,400328.22
31070,112278.97,112278.97
31075,271631.06,271631.06
31083,360211.09,360211.09
31084,183009.34,183009.34
31085,346139.61,346139.61
31087,213386.78,213386.78
31135,149734.27,149734.27
31136,203808.84,203808.84
31151,244277.61000000002,122138.80500000001
31178,44534.89,44534.89
31179,115292.27,115292.27
31185,266609.39,266609.39
31198,425995.34,425995.34
31254,343545.53,343545.53
31263,325047.09,325047.09
31271,214653.0,214653.0
31305,193130.96,193130.96
31312,13167.74,13167.74
31313,279214.92,279214.92
31322,394802.71,394802.71
31324,86836.79,86836.79
31331,331369.41,331369.41
31372,248801.64,248801.64
31396,292468.16,292468.16
31432,213412.12,213412.12
31437,260441.3,260441.3
31446,89471.39,89471.39
31463,45518.37,45518.37
31466,464654.46,464654.46
31501,299108.08,299108.08
31512,312786.63,312786.63
31550,62094.1,62094.1
31558,5541.44,5541.44
31621,77944.81,77944.81
31626,309593.27,309593.27
31640,168362.86,168362.86
31661,390922.08,390922.08
31684,185217.81,185217.81
31732,284622.19,284622.19
31743,40328.84,40328.84
31774,269845.99,269845.99
31783,453152.87,453152.87
31805,372912.63,372912.63
31847,453402.46,453402.46
31910,588199.37,294099.685
31994,245835.69,245835.69
32016,112211.22,112211.22
32083,421272.69,421272.69
32094,87996.94,87996.94
32115,206082.94,206082.94
32121,419294.53,419294.53
32130,358829.78,358829.78
32148,105394.23,105394.23
32174,287696.97,287696.97
32180,482551.36,482551.36
32205,224916.34,224916.34
32209,391413.39,391413.39
32239,455649.27,455649.27
32261,377455.62,377455.62
32318,243369.33,243369.33
32344,156795.17,156795.17
32347,156386.71,156386.71
32349,90635.86,90635.86
32353,67441.16,67441.16
32355,373035.55,373035.55
32374,450968.16,450968.16
32400,292257.01,292257.01
32401,283876.8,283876.8
32402,424114.05,424114.05
32486,178680.86,178680.86
32491,101670.99,101670.99
32499,162130.82,162130.82
32537,460606.44,460606.44
32545,216274.13,216274.13
32572,104485.26,104485.26
32581,403791.3,403791.3
32601,96562.87,96562.87
32604,22100.19,22100.19
32615,188835.51,188835.51
32617,284947.07,284947.07
32724,435698.08,435698.08
32735,290070.87,290070.87
32746,339465.18,339465.18
32747,185988.39,92994.195
32801,80432.0,80432.0
32809,107345.98,107345.98
32826,30598.94,30598.94
32837,322233.37,322233.37
32876,474624.62,474624.62
32878,10686.95,10686.95
32901,435639.03,435639.03
32917,120228.26,120228.26
32932,462751.17,462751.17
32939,163875.7,163875.7
32952,197716.52,197716.52
32971,456957.43,456957.43
32980,335905.65,335905.65
33042,124350.67,124350.67
33049,210867.77,210867.77
33055,366248.46,366248.46
33061,75091.64,75091.64
33089,366504.59,366504.59
33099,269578.03,269578.03
33106,30711.09,30711.09
33131,324068.19,324068.19
33155,24367.54,24367.54
33196,49872.88,49872.88
33206,141103.83,141103.83
33225,460099.25,460099.25
33232,43265.54,43265.54
33276,29959.42,29959.42
33290,187313.04,187313.04
33314,481327.98,481327.98
33352,96173.85,96173.85
33364,396084.84,396084.84
33373,90191.98,90191.98
33376,321122.13,321122.13
33399,374252.65,374252.65
33410,432965.25,432965.25
33421,248460.99,248460.99
33431,255301.28,255301.28
33448,202561.76,202561.76
33480,108264.7,108264.7
33481,361247.52,361247.52
33482,141778.66,141778.66
33483,77472.73,77472.73
33531,466719.32,466719.32
33546,26331.11,26331.11
33556,243428.98,243428.98
33574,331137.94,331137.94
33586,111406.76,111406.76
33638,272662.38,272662.38
33662,293957.88,293957.88
33701,212090.94,212090.94
33717,200837.11,200837.11
33718,347820.52,347820.52
33733,234683.47,234683.47
33739,389437.46,389437.46
33740,103719.37,103719.37
33781,32974.07,32974.07
33785,289703.36,289703.36
33804,148017.05,148017.05
33827,346111.33,346111.33
33838,204653.15,204653.15
33842,433120.56,433120.56
33860,121010.65,121010.65
33864,484312.12,484312.12
33871,409723.75,409723.75
33876,425877.52,425877.52
33896,108867.58,108867.58
33900,98113.54,98113.54
33927,494926.95,494926.95
33936,121404.2,121404.2
33957,351589.18,351589.18
33966,112966.11,112966.11
33976,495425.91,495425.91
34023,57658.41,57658.41
34030,289137.28,289137.28
34031,394608.61,394608.61
34033,337840.94,337840.94
34040,142106.51,142106.51
34086,397245.35,397245.35
34092,463360.64,463360.64
34105,70454.44,70454.44
34111,37669.43,37669.43
34114,70099.09,70099.09
34129,160071.12,160071.12
34149,322017.28,322017.28
34170,207236.86,207236.86
34193,226945.09,226945.09
34215,413415.25,206707.625
34265,473608.85,473608.85
34268,178852.1,178852.1
34313,101157.31,101157.31
34322,213014.97,213014.97
34334,449366.67,449366.67
34341,118581.63,118581.63
34350,7085.3,7085.3
34357,118360.26,118360.26
34358,232966.71,232966.71
34370,242249.97,242249.97
34450,301003.31,301003.31
34460,283191.69,283191.69
34477,479665.49,479665.49
34528,351057.99,351057.99
34552,350908.23,350908.23
34553,393943.02,393943.02
34556,486030.2,486030.2
34562,296579.58,296579.58
34567,268350.38,268350.38
34595,194952.08,194952.08
34596,262633.17,262633.17
34726,277623.14,277623.14
34741,135135.74,135135.74
34747,461960.83,461960.83
34767,402302.07,402302.07
34782,72010.1,72010.1
34786,18621.53,18621.53
34830,286296.49,286296.49
34856,368569.36,368569.36
34916,192136.33,192136.33
34930,48485.59,48485.59
34944,286372.81,286372.81
34963,393137.03,393137.03
34981,217135.59,217135.59
34994,88834.69,88834.69
35019,204833.81,204833.81
35050,260603.41,260603.41
35051,71173.25,71173.25
35055,60919.22,60919.22
35074,112229.89,112229.89
35083,25899.92,25899.92
35087,189796.83,189796.83
35100,221798.7,221798.7
35104,50718.21,50718.21
35136,132150.41,132150.41
35141,153902.15,153902.15
35164,429406.65,429406.65
35166,310828.31,310828.31
35177,328362.34,328362.34
35192,98734.43,98734.43
35195,209370.27,209370.27
35213,1361.88,1361.88
35248,458171.58,458171.58
35294,270103.53,270103.53
35295,431004.78,431004.78
35303,107488.76,107488.76
35308,61929.03,61929.03
35315,272101.81,272101.81
35385,484546.25,484546.25
35386,21370.35,21370.35
35398,94082.58,94082.58
35404,299896.32,299896.32
35409,318472.69,318472.69
35436,468764.35,468764.35
35442,444285.3,444285.3
35451,232400.33,232400.33
35477,128932.17,128932.17
35485,128596.81,128596.81
35496,245121.26,245121.26
35498,250816.41,250816.41
35515,492575.2,492575.2
35577,174461.78,174461.78
35612,422541.38,422541.38
35622,12936.22,12936.22
35636,201967.05,201967.05
35661,220876.71,220876.71
35666,487741.38,487741.38
35674,392577.12,392577.12
35689,306521.93,306521.93
35751,49996.36,49996.36
35753,134534.12,134534.12
35762,489044.78,489044.78
35764,464441.12,464441.12
35811,282589.75,282589.75
35918,75603.72,75603.72
35926,494514.03,494514.03
35976,163035.24,163035.24
35978,458785.81,458785.81
35994,332902.94,332902.94
35996,455137.8,455137.8
36005,56559.63,56559.63
36043,300942.79,300942.79
36077,37966.29,37966.29
36117,237838.51,237838.51
36122,196243.95,196243.95
36132,148815.46,148815.46
36134,132720.25,132720.25
36135,16997.32,16997.32
36161,78617.45,78617.45
36178,258321.19,258321.19
36184,177090.13,177090.13
36187,102058.14,102058.14
36204,126474.67,126474.67
36238,31586.27,31586.27
36240,400866.78,400866.78
36242,178570.89,178570.89
36249,376184.48,376184.48
36253,246626.72,246626.72
36257,372850.69,372850.69
36259,382188.76,382188.76
36273,466817.32,466817.32
36289,101286.6,101286.6
36294,255555.05,255555.05
36303,340212.41,340212.41
36369,241329.14,241329.14
36397,6892.79,6892.79
36415,243065.46,243065.46
36486,306033.59,306033.59
36487,223444.82,223444.82
36505,336589.32,336589.32
36507,137298.9,137298.9
36513,466248.79,466248.79
36536,46874.71,46874.71
36586,424303.36,424303.36
36613,307752.3,307752.3
36712,242332.24,242332.24
36729,710107.09,355053.545
36744,394638.27,394638.27
36781,123284.54,123284.54
36788,353191.63,353191.63
36841,476395.62,476395.62
36858,175395.91,175395.91
36860,233489.56,233489.56
36861,40146.31,40146.31
36869,345294.13,345294.13
36873,35507.98,35507.98
36901,476360.16,476360.16
36907,197752.82,197752.82
36911,367772.14,367772.14
36913,484368.35,484368.35
36929,162278.48,162278.48
36937,299864.26,299864.26
36980,133064.81,133064.81
36991,439729.31,439729.31
37122,346170.65,346170.65
37186,357764.72,357764.72
37188,395339.45,395339.45
37197,91651.94,91651.94
37198,313944.02,313944.02
37202,226265.93,226265.93
37214,254714.94,254714.94
37216,181023.78,181023.78
37233,75227.16,75227.16
37237,259961.41,259961.41
37242,210770.09,210770.09
37305,262477.7,262477.7
37322,70848.26,70848.26
37447,314494.99,314494.99
37449,32053.9,32053.9
37462,383229.72,383229.72
37505,145058.07,145058.07
37519,260893.18,260893.18
37545,9614.58,9614.58
37551,70299.16,70299.16
37621,466716.42,466716.42
37632,114380.62,114380.62
37667,41472.07,41472.07
37713,111862.94,111862.94
37767,237354.95,237354.95
37780,383447.56,383447.56
37824,3662.76,3662.76
37837,157046.2,157046.2
37861,39041.53,39041.53
37895,286976.72,286976.72
37912,242498.49,242498.49
37979,435294.05,435294.05
37993,368116.54,368116.54
38020,119828.95,119828.95
38024,492886.19,492886.19
38054,450894.79,450894.79
38082,301452.21,301452.21
38084,289854.95,289854.95
38092,408573.87,408573.87
38139,42376.47,42376.47
38142,319518.7,319518.7
38145,404152.45,404152.45
38147,208565.07,208565.07
38153,185642.69,185642.69
38154,155842.56,155842.56
38167,33523.17,33523.17
38169,170376.55,170376.55
38272,26532.37,26532.37
38288,365494.58,365494.58
38322,448773.54,448773.54
38351,364420.41,364420.41
38352,257488.08,257488.08
38359,120017.44,120017.44
38360,464956.02,464956.02
38374,107531.54,107531.54
38428,323147.66,323147.66
38445,238261.8,238261.8
38457,549398.81,274699.405
38504,273476.25,273476.25
38526,113020.02,113020.02
38547,415745.94,415745.94
38609,132825.23,132825.23
38636,98159.84,98159.84
38685,24556.45,24556.45
38771,278532.05,278532.05
38772,98331.77,98331.77
38788,544245.4,272122.7
38792,489642.42,489642.42
38794,61971.36,61971.36
38795,435805.97,435805.97
38820,492087.07,492087.07
38841,30261.81,30261.81
38911,114658.64,114658.64
38958,64317.22,64317.22
38985,123145.27,123145.27
38986,11231.99,11231.99
39044,330668.58,330668.58
39117,50383.99,50383.99
39124,98629.82,98629.82
39129,429570.28,429570.28
39150,242742.53,242742.53
39159,154881.17,154881.17
39195,215781.12,215781.12
39229,324377.18,324377.18
39232,115100.94,115100.94
39236,352294.41,352294.41
39282,465434.99,465434.99
39296,214215.04,214215.04
39363,284629.44,284629.44
39369,60022.09,60022.09
39403,100878.49,100878.49
39405,16130.2,16130.2
39423,1270.12,1270.12
39437,7616.26,7616.26
39461,64001.87,64001.87
39502,21420.13,21420.13
39508,144117.49,144117.49
39615,345155.55,345155.55
39620,37175.7,37175.7
39631,207690.14,207690.14
39637,23262.1,23262.1
39677,10411.88,10411.88
39691,449971.72,449971.72
39693,284512.31,284512.31
39710,487118.14,487118.14
39715,17214.46,17214.46
39721,88390.95,88390.95
39745,371457.26,371457.26
39777,437378.94,437378.94
39785,93260.38,93260.38
39789,473560.1,473560.1
39798,66217.78,66217.78
39858,220005.81,220005.81
39904,116143.75,116143.75
39930,409961.11,409961.11
39958,115860.16,115860.16
39966,337414.16,337414.16
39968,414237.44,414237.44
40021,375059.98,375059.98
40066,419434.77,419434.77
40096,421115.06,421115.06
40098,366691.11,366691.11
40137,156941.85,156941.85
40139,461256.22,461256.22
40256,35244.91,35244.91
40274,378519.31,378519.31
40307,185686.63,185686.63
40333,499039.33,499039.33
40340,232487.99,232487.99
40342,147048.63,147048.63
40344,304010.67,304010.67
40364,232249.67,232249.67
40365,347210.01,347210.01
40379,239908.95,239908.95
40399,155448.78,155448.78
40433,167422.02,167422.02
40437,339341.35,339341.35
40445,94456.44,94456.44
40462,71432.17,71432.17
40473,418934.7,418934.7
40501,93502.96,93502.96
40519,148309.45,148309.45
40573,125316.34,125316.34
40582,369861.12,369861.12
40593,142105.42,142105.42
40639,440494.28,440494.28
40654,5971.18,5971.18
40655,396163.67,396163.67
40696,497414.33,497414.33
40759,167759.61,167759.61
40761,205506.02,205506.02
40772,325278.2,325278.2
40780,62762.19,62762.19
40784,6850.48,6850.48
40807,335548.15,335548.15
40822,216673.37,216673.37
40826,491229.36,491229.36
40851,368458.67,368458.67
40861,132735.97,132735.97
40863,476828.16,476828.16
40873,337830.86,337830.86
40875,100147.82,100147.82
40899,279317.39,279317.39
40924,50215.09,50215.09
40940,40291.98,40291.98
40942,404025.98,404025.98
40950,286638.94,286638.94
41016,50233.57,50233.57
41058,121467.43,121467.43
41061,92120.01,92120.01
41069,394586.58,197293.29
41096,455943.53,455943.53
41100,408887.59,408887.59
41120,136119.35,136119.35
41136,488311.87,488311.87
41208,254005.61,254005.61
41273,315901.0,315901.0
41299,127878.09,127878.09
41327,125289.41,125289.41
41333,103167.62,103167.62
41340,41365.48,41365.48
41418,184033.51,184033.51
41474,413723.15,413723.15
41514,170845.65,170845.65
41519,369066.27,369066.27
41523,482867.1,482867.1
41558,50925.35,50925.35
41579,241116.64,241116.64
41606,211611.26,211611.26
41607,308830.61,308830.61
41621,439522.83,439522.83
41624,20622.0,20622.0
41811,433449.36,433449.36
41840,216433.18,216433.18
41852,483768.4,483768.4
41858,207192.07,207192.07
41891,252072.6,252072.6
41899,336035.48,336035.48
41908,291215.69,291215.69
41951,461791.25,461791.25
41953,274335.62,274335.62
41954,448553.72,448553.72
41957,83410.01,83410.01
41962,344091.56,344091.56
42001,91768.25,91768.25
42028,493457.49,493457.49
42035,1496.07,1496.07
42062,273084.03,273084.03
42090,148291.86,148291.86
42100,22274.12,22274.12
42106,53107.22,53107.22
42157,446051.69,446051.69
42161,292079.93,292079.93
42171,305467.56,305467.56
42194,13751.12,13751.12
42203,232946.93,232946.93
42288,184268.5,184268.5
42313,492313.64,492313.64
42345,415929.03,415929.03
42358,367724.8,367724.8
42364,99080.03,99080.03
42365,233602.89,233602.89
42436,359219.68,359219.68
42462,483575.52,483575.52
42499,247653.94,247653.94
42523,87233.92,87233.92
42536,167090.06,167090.06
42538,352391.37,352391.37
42543,108574.31,108574.31
42568,475268.54,475268.54
42573,221073.72,221073.72
42619,773500.61,257833.53666666665
42642,444396.13,444396.13
42648,199242.75,199242.75
42692,9467.04,9467.04
42698,49929.44,49929.44
42703,82935.11,82935.11
42719,968488.97,484244.485
42742,477053.86,477053.86
42775,481358.88,481358.88
42816,97200.88,97200.88
42859,118630.92,118630.92
42871,81931.37,81931.37
42880,135379.69,135379.69
42892,464388.53,464388.53
42904,271384.93,271384.93
42988,358977.92,358977.92
43018,194862.26,194862.26
43035,447576.53,447576.53
43057,35929.4,35929.4
43078,92650.43,92650.43
43095,54889.88,54889.88
43126,438598.89,438598.89
43143,813346.94,406673.47
43166,313226.94,313226.94
43171,197878.49,197878.49
43194,379906.43,379906.43
43223,448099.49,448099.49
43224,8661.56,8661.56
43243,1095.21,1095.21
43247,155185.19,155185.19
43257,451939.05,451939.05
43276,12801.78,12801.78
43291,45056.11,45056.11
43311,340262.47,340262.47
43356,96073.35,96073.35
43362,60718.32,60718.32
43407,91035.64,91035.64
43410,455130.21,455130.21
43480,317683.98,317683.98
43508,440475.14,440475.14
43543,711906.72,355953.36
43567,288732.76,288732.76
