client_id,service,rating
28729,Prêt,4
23864,Compte Épargne,3
29788,Prêt,2
70981,Service Client,5
96755,Compte Épargne,2
68867,Carte Bancaire,2
26199,Carte Bancaire,5
73267,Service Client,1
58397,Carte Bancaire,3
42614,Carte Bancaire,4
14113,Carte Bancaire,4
29000,Carte Bancaire,5
45019,Service Client,5
38873,Carte Bancaire,4
9159,Service Client,3
72678,Compte Épargne,1
31671,Service Client,3
82548,Service Client,4
85413,Carte Bancaire,2
73850,Compte Épargne,5
17933,Prêt,1
30353,Service Client,5
82505,Carte Bancaire,5
45555,Compte Épargne,2
73321,Carte Bancaire,5
50992,Carte Bancaire,2
64275,Service Client,2
65277,Prêt,1
60345,Prêt,5
95221,Compte Épargne,2
59937,Service Client,4
23307,Service Client,4
22067,Prêt,2
69077,Carte Bancaire,1
59964,Carte Bancaire,4
32553,Service Client,5
93240,Prêt,1
58453,Carte Bancaire,4
58799,Carte Bancaire,5
95940,Prêt,2
85445,Prêt,5
92373,Carte Bancaire,5
40346,Prêt,5
34999,Service Client,3
96395,Service Client,3
5200,Prêt,5
19924,Compte Épargne,1
49031,Prêt,1
17107,Carte Bancaire,4
76171,Compte Épargne,1
62280,Prêt,3
96237,Prêt,5
24751,Prêt,1
20590,Compte Épargne,1
2932,Service Client,4
30860,Prêt,3
13645,Prêt,5
28973,Prêt,2
96119,Carte Bancaire,2
62573,Compte Épargne,4
91625,Prêt,5
55318,Compte Épargne,4
79121,Carte Bancaire,5
23244,Service Client,3
49329,Service Client,4
93348,Compte Épargne,2
15393,Carte Bancaire,4
45639,Service Client,2
20879,Compte Épargne,1
42262,Prêt,5
78754,Compte Épargne,1
83858,Carte Bancaire,1
6412,Carte Bancaire,4
24766,Carte Bancaire,2
93265,Prêt,1
88842,Carte Bancaire,1
92652,Service Client,4
32987,Compte Épargne,2
20808,Compte Épargne,1
85804,Prêt,4
68023,Carte Bancaire,5
28046,Carte Bancaire,1
8280,Prêt,4
83900,Compte Épargne,4
51263,Prêt,5
96693,Compte Épargne,4
77328,Service Client,1
92875,Carte Bancaire,1
51887,Compte Épargne,1
90309,Prêt,5
84403,Carte Bancaire,4
76946,Service Client,2
50874,Prêt,4
17316,Compte Épargne,2
46235,Service Client,4
18819,Carte Bancaire,4
58862,Service Client,5
4159,Compte Épargne,3
28895,Compte Épargne,5
43898,Compte Épargne,5
34155,Prêt,5
33699,Carte Bancaire,1
50306,Carte Bancaire,1
53434,Service Client,5
37213,Service Client,4
64537,Service Client,1
94017,Carte Bancaire,2
15620,Compte Épargne,2
1464,Compte Épargne,2
2993,Service Client,3
71680,Compte Épargne,3
46489,Carte Bancaire,1
11003,Compte Épargne,2
18678,Compte Épargne,4
64514,Prêt,1
35905,Compte Épargne,2
49740,Prêt,1
95577,Prêt,3
30822,Service Client,5
92928,Service Client,3
40355,Compte Épargne,1
90154,Carte Bancaire,4
32233,Prêt,4
70414,Compte Épargne,5
77738,Service Client,3
9408,Prêt,3
46051,Compte Épargne,2
84144,Carte Bancaire,4
73000,Carte Bancaire,5
73866,Service Client,2
81625,Service Client,1
81651,Prêt,5
35712,Prêt,2
64543,Carte Bancaire,4
94011,Prêt,4
91973,Service Client,1
71882,Prêt,2
25393,Carte Bancaire,5
55381,Carte Bancaire,2
20623,Prêt,2
39801,Prêt,3
3088,Prêt,3
56648,Service Client,1
24588,Service Client,2
97606,Carte Bancaire,4
85950,Service Client,2
88688,Compte Épargne,3
11543,Compte Épargne,5
46275,Service Client,5
66880,Prêt,3
74376,Carte Bancaire,1
48769,Compte Épargne,1
97164,Carte Bancaire,1
14594,Carte Bancaire,3
79100,Service Client,5
59037,Carte Bancaire,1
73167,Prêt,1
80252,Carte Bancaire,1
19448,Compte Épargne,1
10513,Compte Épargne,4
52658,Prêt,3
33052,Carte Bancaire,3
5417,Prêt,5
85785,Carte Bancaire,5
98526,Service Client,5
89586,Service Client,3
33389,Carte Bancaire,1
51270,Prêt,4
12850,Service Client,5
26328,Service Client,5
72028,Service Client,1
29099,Carte Bancaire,5
98137,Service Client,3
87130,Prêt,1
3651,Compte Épargne,5
64739,Carte Bancaire,5
35053,Prêt,3
75389,Prêt,4
75507,Compte Épargne,3
76252,Compte Épargne,3
70711,Prêt,1
14710,Prêt,5
74775,Prêt,3
41074,Service Client,4
30469,Service Client,3
3448,Service Client,4
50898,Service Client,2
28368,Prêt,2
31025,Carte Bancaire,2
6059,Compte Épargne,5
16256,Carte Bancaire,5
48028,Service Client,2
41983,Prêt,4
18431,Prêt,4
88283,Service Client,5
70944,Prêt,4
51227,Service Client,2
63254,Carte Bancaire,4
1382,Carte Bancaire,4
14258,Prêt,4
2673,Service Client,5
92433,Compte Épargne,1
73710,Compte Épargne,2
16816,Compte Épargne,2
53005,Carte Bancaire,5
34526,Service Client,2
6008,Prêt,2
42493,Service Client,2
97642,Service Client,1
48637,Service Client,2
74009,Prêt,1
74268,Compte Épargne,3
49011,Carte Bancaire,5
92257,Carte Bancaire,1
38496,Compte Épargne,5
64462,Service Client,3
2484,Prêt,5
91543,Service Client,1
17644,Prêt,3
9935,Prêt,3
12742,Service Client,4
10041,Carte Bancaire,5
33098,Prêt,4
62037,Compte Épargne,2
63426,Compte Épargne,2
48182,Carte Bancaire,5
80255,Service Client,4
79816,Carte Bancaire,3
83554,Compte Épargne,5
22689,Prêt,3
64571,Carte Bancaire,4
61352,Service Client,1
47197,Service Client,5
89420,Compte Épargne,1
75504,Carte Bancaire,3
60077,Service Client,3
48193,Service Client,4
12934,Compte Épargne,3
82518,Service Client,4
71842,Compte Épargne,3
81730,Carte Bancaire,5
39306,Compte Épargne,1
24725,Prêt,2
71181,Compte Épargne,1
50031,Prêt,3
28316,Carte Bancaire,4
29568,Carte Bancaire,1
88556,Prêt,4
93159,Compte Épargne,3
66095,Service Client,3
96577,Service Client,2
85013,Carte Bancaire,4
36888,Carte Bancaire,3
45101,Service Client,3
37596,Carte Bancaire,3
19647,Prêt,4
37372,Prêt,5
82593,Carte Bancaire,5
27026,Service Client,2
34840,Carte Bancaire,5
88983,Carte Bancaire,1
65739,Carte Bancaire,1
16762,Service Client,4
17303,Carte Bancaire,4
32478,Service Client,5
57719,Prêt,2
64316,Prêt,2
94892,Prêt,5
85537,Compte Épargne,2
70045,Prêt,1
65854,Prêt,4
75601,Prêt,3
93666,Carte Bancaire,2
81018,Service Client,5
99946,Prêt,3
53000,Compte Épargne,4
79985,Carte Bancaire,1
87281,Service Client,4
86914,Prêt,5
42261,Compte Épargne,2
63268,Carte Bancaire,4
85240,Carte Bancaire,2
90781,Prêt,5
71860,Carte Bancaire,2
12311,Compte Épargne,3
85730,Prêt,2
88818,Service Client,1
88768,Compte Épargne,3
53839,Service Client,3
18855,Service Client,1
93492,Prêt,2
57328,Prêt,1
3040,Compte Épargne,3
65518,Carte Bancaire,1
37436,Service Client,5
33861,Prêt,3
65226,Compte Épargne,2
92738,Service Client,5
99192,Compte Épargne,5
68861,Service Client,5
39013,Prêt,3
13149,Compte Épargne,2
64434,Compte Épargne,5
55202,Service Client,1
92043,Compte Épargne,3
52919,Carte Bancaire,3
39116,Compte Épargne,1
70017,Prêt,1
71193,Carte Bancaire,1
4544,Prêt,5
82994,Compte Épargne,3
3020,Prêt,4
23421,Service Client,4
17491,Compte Épargne,3
15856,Prêt,4
5671,Carte Bancaire,2
55741,Service Client,3
73528,Carte Bancaire,3
86889,Carte Bancaire,3
64118,Compte Épargne,5
86326,Service Client,1
53558,Compte Épargne,4
75802,Service Client,5
52106,Prêt,4
49511,Compte Épargne,4
25444,Service Client,2
69621,Service Client,1
51932,Prêt,5
53448,Carte Bancaire,4
86781,Service Client,3
96850,Service Client,2
10775,Compte Épargne,5
94327,Compte Épargne,3
59706,Carte Bancaire,4
11285,Compte Épargne,2
35032,Compte Épargne,1
80497,Prêt,2
72252,Compte Épargne,5
25345,Carte Bancaire,2
37110,Prêt,3
44283,Prêt,1
25788,Prêt,4
98458,Carte Bancaire,1
44847,Carte Bancaire,1
5782,Carte Bancaire,4
51373,Carte Bancaire,3
51866,Service Client,5
30753,Carte Bancaire,3
74399,Carte Bancaire,2
10488,Prêt,5
84928,Compte Épargne,5
64355,Compte Épargne,1
91048,Service Client,5
60907,Compte Épargne,4
55569,Carte Bancaire,3
67362,Prêt,1
99579,Prêt,3
14542,Compte Épargne,4
40892,Compte Épargne,5
14578,Prêt,5
95350,Service Client,3
17842,Service Client,4
32545,Compte Épargne,1
35764,Compte Épargne,3
17373,Prêt,5
74557,Compte Épargne,2
59002,Service Client,1
84370,Carte Bancaire,1
37621,Compte Épargne,2
12092,Service Client,2
96617,Service Client,5
12940,Prêt,2
71572,Prêt,5
49657,Service Client,5
23294,Compte Épargne,2
73994,Carte Bancaire,1
38188,Service Client,1
35363,Compte Épargne,1
92661,Carte Bancaire,5
38282,Compte Épargne,5
31800,Compte Épargne,2
47830,Compte Épargne,3
66793,Prêt,4
74730,Carte Bancaire,4
77602,Prêt,1
70321,Carte Bancaire,2
49120,Service Client,3
43950,Compte Épargne,2
92267,Service Client,3
98416,Service Client,5
83417,Compte Épargne,2
68619,Prêt,2
74221,Prêt,4
57628,Service Client,3
66665,Compte Épargne,1
26988,Prêt,5
88467,Service Client,2
81229,Carte Bancaire,3
96215,Service Client,5
38561,Compte Épargne,5
90162,Carte Bancaire,1
20803,Service Client,1
94601,Compte Épargne,4
50665,Prêt,1
55267,Service Client,4
68562,Prêt,1
79426,Carte Bancaire,4
99006,Compte Épargne,1
86472,Prêt,5
9854,Service Client,5
53793,Service Client,3
40882,Compte Épargne,1
52018,Compte Épargne,2
40490,Carte Bancaire,1
70220,Prêt,2
12442,Carte Bancaire,1
48461,Prêt,5
92568,Prêt,5
66689,Service Client,1
28621,Service Client,5
70721,Compte Épargne,5
18156,Prêt,5
21460,Carte Bancaire,1
71320,Carte Bancaire,2
66527,Prêt,5
13808,Prêt,5
89809,Prêt,3
41068,Service Client,4
36105,Compte Épargne,3
86791,Service Client,3
79028,Service Client,1
89548,Carte Bancaire,1
75167,Service Client,1
94708,Service Client,4
36612,Compte Épargne,4
71971,Carte Bancaire,1
35557,Carte Bancaire,3
18001,Compte Épargne,2
71011,Compte Épargne,2
10092,Service Client,3
62307,Carte Bancaire,2
81630,Compte Épargne,4
39273,Prêt,4
37025,Prêt,2
94502,Prêt,5
42732,Carte Bancaire,2
74547,Compte Épargne,3
8199,Compte Épargne,5
55716,Prêt,2
77480,Prêt,3
72830,Service Client,4
62658,Prêt,1
42836,Compte Épargne,3
68802,Carte Bancaire,2
91370,Carte Bancaire,3
42440,Service Client,5
47169,Prêt,4
68486,Prêt,4
88507,Prêt,5
14995,Compte Épargne,3
13254,Prêt,4
80896,Carte Bancaire,2
65225,Compte Épargne,4
36132,Service Client,5
24731,Service Client,4
5532,Compte Épargne,4
53802,Service Client,4
84215,Carte Bancaire,4
27270,Service Client,5
71442,Compte Épargne,1
48611,Carte Bancaire,5
54732,Prêt,3
84712,Prêt,1
8332,Prêt,2
85235,Service Client,5
15479,Prêt,1
15868,Carte Bancaire,3
41340,Service Client,4
7259,Prêt,5
45732,Compte Épargne,2
69489,Carte Bancaire,3
41520,Compte Épargne,1
89690,Carte Bancaire,1
78254,Compte Épargne,5
56934,Prêt,3
23876,Service Client,2
44435,Compte Épargne,3
53272,Prêt,1
30511,Service Client,1
72015,Service Client,5
28465,Service Client,5
5717,Carte Bancaire,5
18568,Compte Épargne,5
25230,Carte Bancaire,1
49501,Service Client,2
85281,Prêt,1
63700,Prêt,5
48029,Service Client,3
13905,Compte Épargne,3
81356,Service Client,4
9525,Compte Épargne,3
46765,Prêt,1
26361,Service Client,1
7284,Prêt,4
53057,Carte Bancaire,2
38755,Service Client,2
51930,Prêt,2
65366,Prêt,4
70793,Service Client,2
37971,Compte Épargne,2
84054,Compte Épargne,1
65452,Carte Bancaire,4
23912,Service Client,5
80467,Service Client,4
97783,Prêt,2
53564,Compte Épargne,4
13181,Prêt,1
93618,Prêt,5
11053,Carte Bancaire,5
40632,Service Client,2
53137,Prêt,1
66852,Carte Bancaire,4
74005,Service Client,1
30781,Carte Bancaire,1
25199,Service Client,5
12481,Compte Épargne,3
37079,Compte Épargne,5
89507,Compte Épargne,1
66656,Carte Bancaire,5
63992,Prêt,1
19101,Carte Bancaire,5
95939,Service Client,5
94737,Carte Bancaire,1
55769,Prêt,2
35664,Compte Épargne,5
35051,Service Client,4
62216,Prêt,2
44060,Compte Épargne,1
99872,Compte Épargne,4
77643,Prêt,2
47873,Carte Bancaire,4
7094,Service Client,5
93196,Service Client,5
88916,Compte Épargne,5
74566,Carte Bancaire,4
5002,Prêt,2
83120,Carte Bancaire,5
97353,Carte Bancaire,4
55746,Prêt,2
18253,Compte Épargne,5
91251,Compte Épargne,2
20785,Compte Épargne,5
65063,Prêt,4
99272,Prêt,2
36529,Compte Épargne,2
8223,Compte Épargne,5
31073,Prêt,2
53968,Compte Épargne,3
32606,Compte Épargne,3
74278,Prêt,3
53986,Prêt,1
16952,Compte Épargne,1
63098,Prêt,4
3080,Prêt,3
21900,Service Client,4
28150,Carte Bancaire,4
52677,Carte Bancaire,2
52757,Service Client,3
43234,Carte Bancaire,4
9812,Carte Bancaire,1
32326,Service Client,3
57615,Service Client,1
96847,Compte Épargne,4
61566,Compte Épargne,5
10134,Service Client,3
56100,Service Client,1
10293,Prêt,3
13508,Service Client,4
88939,Compte Épargne,2
29322,Compte Épargne,1
50894,Compte Épargne,3
18193,Prêt,1
31276,Service Client,5
90656,Compte Épargne,4
30546,Compte Épargne,4
83864,Carte Bancaire,5
57219,Prêt,4
14190,Carte Bancaire,4
98352,Prêt,3
33785,Prêt,1
39499,Compte Épargne,4
87827,Prêt,3
71092,Carte Bancaire,3
97163,Compte Épargne,4
66023,Compte Épargne,5
81454,Prêt,1
31476,Service Client,2
64811,Prêt,5
47283,Compte Épargne,1
70359,Prêt,1
87082,Carte Bancaire,3
29678,Compte Épargne,2
43649,Compte Épargne,3
2250,Service Client,2
56658,Service Client,5
98451,Service Client,5
71136,Prêt,3
10227,Carte Bancaire,2
49151,Service Client,1
4085,Prêt,5
85069,Service Client,5
15483,Service Client,2
33170,Carte Bancaire,3
91956,Service Client,3
88429,Prêt,5
11948,Service Client,3
30162,Compte Épargne,5
64984,Carte Bancaire,3
6218,Carte Bancaire,4
75220,Compte Épargne,2
47590,Carte Bancaire,5
65256,Prêt,1
55334,Compte Épargne,4
85426,Compte Épargne,1
72057,Prêt,4
55278,Carte Bancaire,4
38991,Compte Épargne,2
48963,Service Client,2
16163,Prêt,1
21544,Service Client,2
23465,Service Client,3
89408,Service Client,2
17746,Compte Épargne,2
35958,Carte Bancaire,3
94366,Prêt,1
27942,Carte Bancaire,2
22881,Prêt,3
11275,Service Client,3
10395,Service Client,3
87942,Prêt,4
45334,Carte Bancaire,3
41032,Prêt,1
63520,Carte Bancaire,1
35380,Carte Bancaire,2
3597,Service Client,1
45370,Prêt,1
16900,Prêt,4
52588,Prêt,5
54802,Prêt,4
72318,Service Client,1
81561,Service Client,2
75675,Service Client,2
9660,Service Client,4
80082,Prêt,1
23853,Service Client,3
45895,Carte Bancaire,1
33128,Compte Épargne,4
85802,Prêt,2
61088,Prêt,2
53746,Compte Épargne,3
3931,Prêt,2
13920,Service Client,2
31105,Compte Épargne,1
26927,Compte Épargne,4
67627,Compte Épargne,5
61631,Service Client,2
63504,Prêt,4
28700,Prêt,3
7034,Service Client,1
69949,Compte Épargne,1
5365,Service Client,4
16129,Service Client,5
87904,Service Client,4
82408,Compte Épargne,2
84837,Service Client,4
65788,Service Client,5
46065,Prêt,1
75094,Service Client,2
14090,Carte Bancaire,2
40381,Carte Bancaire,4
90159,Service Client,4
70706,Compte Épargne,2
3631,Compte Épargne,5
56997,Service Client,4
19574,Compte Épargne,5
28701,Prêt,3
44187,Service Client,1
42378,Service Client,1
4574,Service Client,1
4344,Carte Bancaire,3
83910,Prêt,5
21668,Compte Épargne,5
50103,Carte Bancaire,3
42686,Service Client,3
95279,Service Client,4
14913,Compte Épargne,4
88813,Service Client,3
28139,Prêt,1
14591,Compte Épargne,1
15719,Carte Bancaire,2
70300,Carte Bancaire,3
10470,Compte Épargne,4
70263,Service Client,2
21977,Compte Épargne,3
71826,Service Client,1
42289,Carte Bancaire,1
5636,Service Client,5
34726,Service Client,1
84921,Compte Épargne,4
11404,Prêt,1
59919,Carte Bancaire,3
63194,Service Client,4
62043,Prêt,2
11541,Carte Bancaire,1
35766,Compte Épargne,5
22637,Prêt,2
46850,Compte Épargne,2
15914,Carte Bancaire,1
89007,Prêt,1
40259,Carte Bancaire,2
41685,Prêt,2
81241,Compte Épargne,4
32109,Service Client,5
19094,Service Client,5
96128,Service Client,4
60103,Service Client,4
59899,Carte Bancaire,5
12360,Service Client,2
59874,Prêt,3
55182,Prêt,3
99103,Compte Épargne,4
63790,Prêt,2
20189,Service Client,4
15642,Prêt,1
82793,Carte Bancaire,1
65378,Prêt,3
78742,Carte Bancaire,5
36685,Service Client,1
39853,Compte Épargne,3
76202,Prêt,1
24345,Service Client,4
82694,Compte Épargne,1
89750,Compte Épargne,5
23727,Service Client,4
62294,Compte Épargne,5
81049,Compte Épargne,3
43194,Carte Bancaire,5
67028,Prêt,2
68972,Service Client,3
30286,Compte Épargne,4
51325,Compte Épargne,3
29602,Prêt,1
94573,Compte Épargne,5
92911,Prêt,5
12472,Service Client,5
82308,Service Client,4
76003,Carte Bancaire,4
32732,Service Client,1
50836,Service Client,1
32376,Carte Bancaire,4
17557,Prêt,3
16968,Compte Épargne,5
74375,Carte Bancaire,4
8093,Compte Épargne,5
91809,Service Client,2
13545,Carte Bancaire,2
69248,Compte Épargne,5
73906,Carte Bancaire,2
14394,Compte Épargne,2
63360,Prêt,3
4954,Service Client,1
31111,Prêt,2
87726,Service Client,1
43875,Service Client,5
61319,Service Client,5
4858,Service Client,1
13825,Prêt,3
83167,Carte Bancaire,3
99385,Prêt,2
26066,Service Client,1
71630,Prêt,1
57002,Prêt,5
48406,Carte Bancaire,5
88742,Prêt,3
4937,Prêt,3
74172,Carte Bancaire,4
76350,Carte Bancaire,5
81689,Service Client,4
90650,Prêt,3
92135,Compte Épargne,1
66512,Prêt,4
4842,Carte Bancaire,4
92471,Carte Bancaire,2
58620,Compte Épargne,2
6973,Carte Bancaire,4
34309,Compte Épargne,3
30100,Service Client,5
61675,Compte Épargne,1
24610,Carte Bancaire,4
38181,Carte Bancaire,1
43645,Compte Épargne,5
10914,Prêt,4
96227,Compte Épargne,3
21674,Service Client,1
57333,Carte Bancaire,3
19271,Service Client,1
23653,Service Client,5
76022,Carte Bancaire,4
2187,Prêt,4
37590,Compte Épargne,3
32072,Service Client,3
37482,Compte Épargne,5
55632,Service Client,2
99429,Carte Bancaire,4
79968,Prêt,3
78810,Compte Épargne,3
56917,Compte Épargne,2
28559,Service Client,5
68360,Compte Épargne,2
49714,Prêt,3
21908,Prêt,2
61857,Service Client,5
88450,Prêt,5
53250,Carte Bancaire,2
44199,Compte Épargne,3
26889,Prêt,5
16329,Compte Épargne,1
33283,Prêt,5
4165,Service Client,4
96058,Compte Épargne,3
68029,Compte Épargne,1
49081,Carte Bancaire,1
78423,Service Client,3
24914,Compte Épargne,5
6061,Prêt,5
64957,Compte Épargne,4
22839,Carte Bancaire,4
80500,Prêt,3
69363,Prêt,5
42090,Compte Épargne,5
91779,Service Client,3
36762,Compte Épargne,1
47025,Carte Bancaire,3
71115,Carte Bancaire,4
98767,Compte Épargne,5
82848,Service Client,4
46115,Prêt,4
76220,Compte Épargne,1
1599,Carte Bancaire,5
36685,Carte Bancaire,1
7448,Carte Bancaire,4
47497,Compte Épargne,5
23267,Compte Épargne,3
3185,Service Client,3
66716,Carte Bancaire,2
6504,Prêt,2
56519,Compte Épargne,3
77507,Compte Épargne,1
1287,Carte Bancaire,4
36113,Prêt,2
15670,Service Client,4
56256,Service Client,3
24702,Service Client,1
56551,Compte Épargne,3
26894,Service Client,5
97735,Compte Épargne,1
23648,Service Client,1
55822,Prêt,1
94830,Compte Épargne,1
55446,Carte Bancaire,2
4417,Service Client,2
35293,Compte Épargne,2
68313,Service Client,5
40170,Compte Épargne,2
9039,Carte Bancaire,4
67751,Compte Épargne,3
11684,Carte Bancaire,3
63891,Prêt,4
81043,Service Client,2
39203,Carte Bancaire,2
85767,Compte Épargne,5
57389,Compte Épargne,5
76687,Service Client,4
98280,Carte Bancaire,5
99102,Compte Épargne,5
64594,Prêt,1
71540,Prêt,4
31365,Service Client,4
88209,Compte Épargne,3
6278,Compte Épargne,1
20799,Service Client,1
38438,Prêt,4
31366,Compte Épargne,2
89408,Carte Bancaire,2
99376,Compte Épargne,5
20778,Prêt,2
85749,Carte Bancaire,1
92918,Prêt,2
64152,Service Client,4
91122,Compte Épargne,4
92400,Prêt,5
83367,Compte Épargne,4
71298,Carte Bancaire,4
75356,Prêt,3
30809,Prêt,2
73659,Service Client,2
30438,Compte Épargne,1
67138,Carte Bancaire,4
93850,Carte Bancaire,4
94414,Prêt,3
13407,Service Client,4
67127,Compte Épargne,4
70091,Service Client,1
31029,Carte Bancaire,4
35276,Carte Bancaire,2
81941,Carte Bancaire,2
19957,Carte Bancaire,4
41871,Carte Bancaire,1
72830,Carte Bancaire,1
24906,Prêt,4
1231,Compte Épargne,3
63975,Service Client,1
93778,Carte Bancaire,5
66809,Carte Bancaire,5
3122,Carte Bancaire,2
14469,Carte Bancaire,1
30239,Carte Bancaire,4
94430,Carte Bancaire,2
91345,Compte Épargne,2
81073,Prêt,5
46066,Service Client,4
64176,Prêt,4
93430,Prêt,4
4218,Compte Épargne,5
49896,Carte Bancaire,1
66525,Prêt,4
13192,Prêt,1
52354,Compte Épargne,3
56771,Compte Épargne,3
46517,Carte Bancaire,4
2015,Carte Bancaire,4
79782,Carte Bancaire,3
16790,Carte Bancaire,5
12113,Compte Épargne,4
55010,Prêt,4
8209,Service Client,3
96779,Compte Épargne,1
98438,Service Client,2
8830,Carte Bancaire,3
99157,Compte Épargne,2
61115,Carte Bancaire,4
87662,Prêt,3
69240,Carte Bancaire,1
95728,Prêt,2
44807,Prêt,4
98744,Service Client,1
45682,Compte Épargne,1
19103,Prêt,2
12176,Service Client,5
90309,Service Client,2
98260,Compte Épargne,5
1035,Prêt,2
7911,Service Client,1
1937,Prêt,1
22257,Service Client,1
37619,Compte Épargne,4
61478,Carte Bancaire,3
19112,Carte Bancaire,2
82331,Prêt,2
97378,Service Client,2
3282,Compte Épargne,1
45493,Compte Épargne,2
13371,Prêt,2
4559,Service Client,5
95427,Prêt,4
52913,Carte Bancaire,5
55316,Service Client,5
54416,Carte Bancaire,1
43323,Compte Épargne,5
91842,Carte Bancaire,2
5713,Service Client,3
6155,Prêt,1
4254,Carte Bancaire,3
31959,Carte Bancaire,1
99069,Compte Épargne,4
71336,Compte Épargne,4
46579,Service Client,2
3214,Prêt,3
14234,Carte Bancaire,4
6557,Service Client,5
43800,Compte Épargne,4
48859,Carte Bancaire,4
10223,Carte Bancaire,4
87574,Compte Épargne,5
95209,Carte Bancaire,3
19112,Service Client,1
86213,Service Client,2
88548,Carte Bancaire,2
83302,Prêt,1
67305,Compte Épargne,3
57506,Carte Bancaire,1
20772,Prêt,5
2875,Compte Épargne,3
24493,Service Client,5
42651,Service Client,4
91232,Service Client,4
41617,Carte Bancaire,2
94850,Carte Bancaire,3
71519,Compte Épargne,4
49202,Prêt,4
43612,Prêt,5
10299,Compte Épargne,5
68658,Service Client,2
64744,Carte Bancaire,4
49510,Compte Épargne,4
81359,Service Client,4
48149,Service Client,4
27513,Carte Bancaire,4
7380,Carte Bancaire,2
96118,Carte Bancaire,4
95922,Carte Bancaire,4
32588,Compte Épargne,2
48602,Compte Épargne,2
88067,Compte Épargne,2
5370,Carte Bancaire,2
86563,Carte Bancaire,1
64634,Prêt,3
79920,Prêt,1
64801,Prêt,4
35658,Carte Bancaire,3
44492,Carte Bancaire,1
88385,Prêt,4
30058,Carte Bancaire,2
3855,Carte Bancaire,5
30099,Prêt,1
73327,Prêt,5
58616,Compte Épargne,3
93045,Carte Bancaire,5
21125,Service Client,1
47941,Service Client,2
54092,Compte Épargne,4
60666,Carte Bancaire,3
62423,Prêt,5
19220,Service Client,3
14046,Compte Épargne,1
18460,Service Client,3
71954,Carte Bancaire,3
59939,Compte Épargne,2
29512,Carte Bancaire,3
23201,Carte Bancaire,1
54271,Service Client,4
67796,Prêt,3
50912,Carte Bancaire,5
67764,Carte Bancaire,3
5571,Prêt,4
84919,Compte Épargne,2
37592,Service Client,4
91756,Prêt,4
48102,Carte Bancaire,4
15932,Prêt,3
75755,Service Client,1
49362,Carte Bancaire,4
73733,Service Client,4
35715,Prêt,1
41231,Service Client,3
77538,Carte Bancaire,4
85176,Prêt,4
22397,Service Client,3
80455,Compte Épargne,5
64995,Carte Bancaire,3
40910,Service Client,1
75118,Service Client,2
96935,Prêt,2
84081,Prêt,3
26050,Service Client,2
36571,Prêt,5
27517,Prêt,5
64883,Prêt,4
2482,Service Client,1
34435,Compte Épargne,3
35864,Compte Épargne,2
38418,Service Client,2
73369,Prêt,5
2643,Service Client,3
98105,Prêt,4
18624,Prêt,5
65771,Prêt,4
34045,Service Client,3
67783,Carte Bancaire,4
95169,Prêt,2
8905,Service Client,5
44449,Compte Épargne,4
35387,Carte Bancaire,1
72114,Carte Bancaire,4
36412,Carte Bancaire,1
66280,Carte Bancaire,2
78191,Carte Bancaire,3
80615,Prêt,2
95112,Compte Épargne,2
35115,Prêt,3
46119,Compte Épargne,3
4412,Carte Bancaire,5
29859,Compte Épargne,5
68524,Prêt,2
70337,Compte Épargne,4
81399,Carte Bancaire,4
44492,Prêt,2
18283,Prêt,1
76681,Service Client,4
53818,Compte Épargne,1
99486,Compte Épargne,2
33478,Prêt,2
96513,Prêt,4
86373,Compte Épargne,4
79489,Service Client,3
5382,Service Client,3
68661,Compte Épargne,3
2275,Prêt,5
24935,Service Client,2
57102,Service Client,1
82769,Compte Épargne,3
57191,Compte Épargne,3
28927,Prêt,5
85375,Prêt,1
85992,Carte Bancaire,5
46091,Prêt,4
67131,Carte Bancaire,3
21991,Service Client,1
79364,Service Client,1
66471,Compte Épargne,3
48749,Prêt,2
33741,Compte Épargne,5
97892,Compte Épargne,4
45227,Prêt,4
53244,Prêt,4
60136,Service Client,2
81749,Service Client,2
56999,Prêt,1
19531,Prêt,3
47258,Prêt,4
7934,Prêt,4
71726,Service Client,3
44089,Carte Bancaire,5
51576,Carte Bancaire,5
84538,Prêt,2
85867,Compte Épargne,1
64073,Service Client,4
90921,Compte Épargne,5
57085,Compte Épargne,5
59780,Prêt,5
9319,Carte Bancaire,5
28722,Prêt,5
65993,Compte Épargne,2
93974,Prêt,2
69998,Service Client,4
45660,Compte Épargne,2
72727,Carte Bancaire,2
84779,Prêt,2
23598,Carte Bancaire,2
35164,Service Client,2
14834,Carte Bancaire,4
1624,Prêt,3
47138,Service Client,3
22390,Service Client,1
24058,Service Client,2
8397,Prêt,1
22605,Prêt,4
98278,Prêt,5
54238,Carte Bancaire,5
25908,Service Client,4
53553,Carte Bancaire,1
19401,Service Client,4
30304,Carte Bancaire,5
81859,Carte Bancaire,5
51010,Compte Épargne,2
62513,Carte Bancaire,4
72844,Service Client,2
83145,Service Client,3
67528,Compte Épargne,3
24137,Service Client,1
23982,Prêt,5
99117,Carte Bancaire,4
26368,Compte Épargne,5
68261,Carte Bancaire,5
85427,Carte Bancaire,4
30827,Compte Épargne,5
86586,Service Client,4
63188,Prêt,1
58796,Prêt,4
40540,Service Client,3
39247,Service Client,3
56838,Prêt,2
72175,Carte Bancaire,2
2779,Service Client,1
88076,Carte Bancaire,5
19487,Compte Épargne,4
97585,Carte Bancaire,2
